cid,mouse_vo,smiles
3051978,1000.0,CCN1CCCC1CNC(=O)c1cc(NS(C)(=O)=O)c(Cl)cc1OC
3051985,1000.0,CN(C)c1ccc(-c2nn(C)c(=O)nc2-c2ccccc2Cl)cc1
3051986,1500.0,CN(C)c1ccc(-c2nn(C)c(=O)nc2-c2ccc(Cl)cc2)cc1
3051987,650.0,CCN(CC)c1ccc(-c2nc(=O)n(C)nc2-c2ccc(N(CC)CC)cc2)cc1
3051988,1000.0,CN(C)c1ccc(-c2nc(=O)n(CCN3CCOCC3)nc2-c2ccc(N(C)C)cc2)cc1
3051989,1000.0,C=CCn1nc(-c2ccc(N(C)C)cc2)c(-c2ccc(N(C)C)cc2)nc1=O
3051990,1000.0,CN(C)CCCn1nc(-c2ccc(N(C)C)cc2)c(-c2ccc(N(C)C)cc2)nc1=O
3051991,1000.0,CCN(CC)CCn1nc(-c2ccc(N(C)C)cc2)c(-c2ccc(N(C)C)cc2)nc1=O
3051992,1000.0,CC(C)=CCn1nc(-c2ccc(N(C)C)cc2)c(-c2ccc(N(C)C)cc2)nc1=O
3051993,1000.0,CN(C)c1ccc(-c2nc(=S)n(C)nc2-c2ccc(N(C)C)cc2)cc1
3051994,590.0,O=C(O)Cc1c2c(cc3c1CCC3)CCC2
3052035,2500.0,O=C1CCC(c2ccc(F)cc2)c2ccc(F)cc2N1
3052036,2500.0,Cl.Fc1ccc(C2CCCNc3cc(F)ccc32)cc1
3052062,400.0,COc1ccc(CNC(C)(C)Cc2ccccc2)cc1OC.Cl
3052078,50.0,Cc1cccc(C)c1NC(=O)N=C(N)N.Cl
3052091,6000.0,CCOC(=O)Cc1nc(-c2ccc(Cl)cc2)oc1Oc1ccc(Cl)cc1
3052129,2000.0,COc1ccc(Cc2cnc(N)nc2N)c(OC)c1
3052157,340.0,CC(C)(C)NCC(O)COc1cccc2sncc12
3052162,1000.0,O=C(O)COc1ccc(C(=O)c2cccs2)c2ccccc12
3052164,700.0,O=C(O)COc1ccc(C(=O)c2ccoc2)c2ccccc12
3052165,1000.0,O=C(O)COc1ccc(C(=O)c2cccs2)c2c1CCCC2
3052166,1000.0,O=C(O)COc1ccc(C(=O)c2ccoc2)c2c1CCCC2
3052167,1000.0,O=C(O)COc1c(Br)cc(C(=O)c2cccs2)c2ccccc12
3052168,1000.0,Cc1ccc(C(=O)c2ccc(OCC(=O)O)c3ccccc23)s1
3052170,1000.0,O=C(O)COc1ccc(C(=O)c2ccco2)c2ccccc12
3052171,1000.0,O=C(O)COc1ccc(C(=O)c2ccsc2)c2ccccc12
3052173,1000.0,O=C(O)COc1ccc(C(=O)c2cc3ccccc3o2)c2ccccc12
3052174,700.0,O=C(O)CCOc1ccc(C(=O)c2cccs2)c2ccccc12
3052175,1000.0,O=C(O)CCOc1ccc(C(=O)c2ccco2)c2ccccc12
3052176,1000.0,O=C(O)CCOc1ccc(C(=O)c2ccoc2)c2ccccc12
3052177,1000.0,O=C(O)CCCOc1ccc(C(=O)c2cccs2)c2ccccc12
3052178,1000.0,O=C(O)CCCOc1ccc(C(=O)c2ccco2)c2ccccc12
3052179,1000.0,CC(Oc1ccc(C(=O)c2cccs2)c2ccccc12)C(=O)O
3052180,1000.0,CC(Oc1ccc(C(=O)c2ccco2)c2ccccc12)C(=O)O
3052181,1000.0,CC(C)(Oc1ccc(C(=O)c2cccs2)c2ccccc12)C(=O)O
3052184,3400.0,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3([O-])C1O
3052187,1000.0,S=P(SC(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
3052188,300.0,CCCCCCCCOP(C)(=S)SC(c1ccccc1)c1ccccc1
3052189,24.0,CCOP(C)(=S)SC(c1ccccc1)c1ccccc1
3052191,178.0,Cl.O=C(NCCN1CCCC1)C1c2ccccc2-c2ccccc21
3052193,750.0,Cl.O=C(NCCN1CCCC1)C1c2ccccc2Oc2ccccc21
3052194,562.0,Cl.O=C(NCCN1CCCC1)C(O)(c1ccccc1)c1ccccc1
3052196,750.0,O=C(NCCN1CCCC1)C(c1ccccc1)N1CCCCC1
3052197,1000.0,O=C(O)c1ccccc1C(=O)NCCN1CCCC1
3052200,1000.0,Cl.O=C(NCCN1CCCC1)c1cc2ccccc2oc1=O
3052202,562.0,CC(C)(Oc1ccc(Cl)cc1)C(=O)NCCN1CCCC1.Cl
3052204,1000.0,CC(C)(Oc1ccccc1)C(=O)NCCN1CCCC1.Cl
3052206,1000.0,Cl.O=C(COc1ccc(Cl)cc1)NCCN1CCCC1
3052207,1500.0,CCCCCCCCCCCCCCCC(=O)O.O=C(NCCN1CCCC1)C(c1ccccc1)c1ccccc1
3052208,2000.0,O=C(NCCN1CCCC1)C(c1ccccc1)c1ccccc1.O=C(NCCN1CCCC1)C(c1ccccc1)c1ccccc1.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O
3052211,275.0,Cl.N#Cc1ccc(NC(=O)N=C(N)N)cc1
3052213,450.0,CN=C(N)NC(=O)Nc1ccc(C(F)(F)F)cc1.Cl
3052215,600.0,CN=C(N)NC(=O)Nc1ccc(C#N)cc1.Cl
3052217,275.0,CN=C(N)NC(=O)Nc1ccccc1C.Cl
3052219,250.0,CN=C(N)NC(=O)Nc1ccc(Cl)c(C#N)c1.Cl
3052221,275.0,CN=C(N)NC(=O)Nc1cc(OC)ccc1OC.Cl
3052223,450.0,CN=C(N)NC(=O)Nc1ccc(OC)cc1OC.Cl
3052225,500.0,CN=C(N)NC(=O)Nc1ccc(OC)c(OC)c1.Cl
3052229,600.0,CCCN=C(N)NC(=O)Nc1ccc(C#N)cc1.Cl
3052231,300.0,CCCN=C(N)NC(=O)Nc1ccc(C(F)(F)F)cc1.Cl
3052233,600.0,Cl.NC(N)=NC(=O)Nc1cc(Cl)c(Cl)cc1Cl
3052235,450.0,CN=C(N)NC(=O)Nc1cc(Cl)c(OC)cc1OC.Cl
3052237,100.0,CN=C(N)NC(=O)Nc1c(C)ccc(Br)c1C.Cl
3052239,650.0,CN=C(N)NC(=O)Nc1c(C)cc([N+](=O)[O-])cc1C
3052240,450.0,CN=C(N)NC(=O)Nc1c(C)cc(Cl)cc1Cl.Cl
3052242,600.0,CN=C(N)NC(=O)Nc1c(C)cc(O)cc1C.Cl
3052244,50.0,Cl.NC(N)=NC(=O)Nc1c(Br)cccc1Br
3052246,100.0,Cc1cccc(Br)c1NC(=O)N=C(N)N.Cl
3052248,170.0,Cc1cccc([N+](=O)[O-])c1NC(=O)N=C(N)N.Cl
3052250,50.0,Cc1cccc(Cl)c1N(C)C(=O)N=C(N)N.Cl
3052252,250.0,Cc1cccc(C)c1N(C)C(=O)N=C(N)N.Cl
3052254,75.0,CCN(C(=O)N=C(N)N)c1c(C)cccc1C.Cl
3052256,275.0,CCCCN(C(=O)N=C(N)N)c1c(C)cccc1C.Cl
3052258,150.0,CCc1cccc(CC)c1N(C)C(=O)N=C(N)N.Cl
3052260,250.0,CCc1cccc(CC)c1N(CC)C(=O)N=C(N)N.Cl
3052262,450.0,CCCN(C(=O)N=C(N)N)c1c(CC)cccc1CC.Cl
3052264,60.0,CN=C(N)NC(=O)Nc1c(Cl)cccc1Cl.Cl
3052270,90.0,CCC(C)N=C(N)NC(=O)Nc1c(C)cccc1C.Cl
3052272,175.0,Cc1cccc(C)c1NC(=O)NC(N)=NCC(C)C.Cl
3052276,50.0,Cc1cccc(C)c1NC(=O)NC(N)=NCc1ccccc1.Cl
3052278,500.0,Cc1cccc(C)c1NC(=O)NC(N)=NCCc1ccccc1.Cl
3052280,300.0,Cc1cccc(C)c1NC(=O)NC(N)=NCC1CCCO1.Cl
3052284,250.0,Cc1cccc(C)c1NC(=O)NC(N)=NCC(F)(F)F.Cl
3052288,175.0,COCCN=C(N)NC(=O)Nc1c(C)cccc1C.Cl
3052298,150.0,Cc1cccc(C)c1NC(=O)NC1=NCCN1C.Cl
3052300,180.0,Cc1cccc(C)c1NC(=O)NC1=NCCCN1.Cl
3052302,30.0,Cc1cccc(C)c1NC(=O)NC1=NCCCCN1.Cl
3052304,100.0,Cc1cccc(C)c1NC(=O)NC1=NCCCCN1C.Cl
3052306,500.0,Cc1cccc(C)c1NC(=O)NC1=NCCOCCN1.Cl
3052308,450.0,CN=C(N)NC(=O)Nc1c(C)cccc1CO.Cl
3052312,600.0,CCc1cccc(CC)c1NC(=O)NC(N)=NCC(F)(F)F.Cl
3052314,150.0,CCc1cccc(CC)c1NC(=O)NC(=NC)N(C)C
3052315,100.0,CCc1cccc(CC)c1NC(=O)N=C(N(C)C)N(C)C.Cl
3052317,25.0,CCc1cccc(CC)c1NC(=O)NC1=NCCCCN1.Cl
3052319,275.0,CCc1cccc(CC)c1NC(=O)NC1=NCCCCCN1.Cl
3052321,275.0,CN=C(NC)NC(=O)Nc1c(C)cccc1OC.Cl
3052323,450.0,CN=C(N)NC(=O)Nc1c(OC)cccc1OC.Cl
3052325,300.0,CCCCN(C(=O)NC(N)=NC)c1c(C)cccc1C.O=C(O)CCC(=O)O
3052328,60.0,CCc1cccc(CC)c1N(C)C(=O)NC(N)=NC.Cl
3052335,400.0,Cc1ccccc1NC(=O)N=C(N)N.Cl
3052337,1000.0,CC(=O)n1cc(N2CCN(Cc3ccccc3)CC2)c2ccccc21
3052343,1500.0,CC(=O)NC(Cc1ccc(N(CCCl)CCCl)cc1)NC([O-])=C1C=CC=C1.[Fe+2].c1cc[cH-]c1
3052345,1500.0,O=C(Cc1ccc(N(CCCl)CCCl)cc1)Nc1cc[cH-]c1.[Fe+2].c1cc[cH-]c1
3052354,3000.0,Cc1ccc2nc3ccc(C(=O)O)cc3c(=O)n2c1
3052355,3000.0,CC(C)c1ccc2nc3ccc(C(=O)O)cc3c(=O)n2c1
3052356,3000.0,CCOc1ccc2nc3ccc(C(=O)O)cn3c(=O)c2c1
3052357,3000.0,CC(C)Oc1ccc2nc3ccc(C(=O)O)cn3c(=O)c2c1
3052358,5000.0,NC(CO)CSCSCC(N)CO
3052359,5000.0,NC(CO)CSCCCCSCC(N)CO
3052360,2700.0,NC(CO)CSCCCCCCSCC(N)CO
3052361,1275.0,NC(CO)CSCCCCCCCCSCC(N)CO
3052362,1750.0,NC(CO)CSCCCCCCCCCCSCC(N)CO
3052363,2500.0,NC(CO)CCSCCCCCCSCCC(N)CO
3052364,1400.0,NC(CO)CCSCCCCCCCCSCCC(N)CO
3052365,950.0,NC(CO)CCSCCCCCCCCCCSCCC(N)CO
3052371,1000.0,CC(N)C(=O)NC(=O)CNc1ccc(Cl)cc1C(=O)c1ccccc1
3052372,1000.0,CC(C)C(N)C(=O)NC(=O)CNc1ccc(Cl)cc1C(=O)c1ccccc1
3052387,2000.0,CC[N+](CC)(CCOc1c(C)cc(C(=O)CC(c2ccccc2)c2ccccc2)cc1C)Cc1ccccc1.[Cl-]
3052414,1000.0,NNc1nn(-c2ccccc2Br)c(=O)c2ccccc12
3052415,410.0,NNc1nn(-c2ccccc2Cl)c(=O)c2ccccc12
3052417,1450.0,NNc1nn(-c2cccc(Br)c2)c(=O)c2ccccc12
3052418,1500.0,NNc1nn(-c2cccc(Cl)c2)c(=O)c2ccccc12
3052419,1500.0,NNc1nn(-c2ccc(Br)cc2)c(=O)c2ccccc12
3052420,1500.0,NNc1nn(-c2ccc(Cl)cc2)c(=O)c2ccccc12
3052481,1000.0,NC(C(=O)NC(=O)CNc1ccc(Cl)cc1C(=O)c1ccccc1)c1ccccc1
3052511,800.0,Cc1c2ccccc2cc2c(=O)cc(N3CCCC3)oc12
3052513,800.0,Cc1c2ccccc2cc2c(=O)cc(N(C)C)oc12
3052518,75.0,Cc1cccc(C)c1NC(=O)NC1=NCCCCCN1.Cl
3052575,750.0,O=c1ccc(Oc2ccc(Cl)cc2)nn1CCO
3052576,750.0,O=c1ccc(Oc2ccccc2Cl)nn1CCO
3052577,750.0,CC(O)Cn1nc(Oc2ccc(Cl)cc2)ccc1=O
3052578,750.0,O=c1ccc(Oc2ccc(Cl)cc2)nn1CO
3052579,750.0,O=C(OCCn1nc(Oc2ccc(Cl)cc2)ccc1=O)c1ccc(Cl)cc1
3052580,750.0,O=c1ccc(Oc2ccc(Cl)cc2)nn1CC(O)CO
3052581,750.0,O=c1ccc(Oc2ccc(Cl)cc2)nn1CCCO
3052582,750.0,CC(C)(O)Cn1nc(Oc2ccc(Cl)cc2)ccc1=O
3052583,750.0,Cc1ccccc1Oc1ccc(=O)n(CCO)n1
3052584,750.0,O=c1ccc(Oc2ccc(F)cc2)nn1CCO
3052585,750.0,Cc1ccc(Oc2ccc(=O)n(CCO)n2)cc1
3052586,750.0,O=c1ccc(Oc2cccc(C(F)(F)F)c2)nn1CCO
3052587,750.0,CCC(O)Cn1nc(Oc2ccc(Cl)cc2)ccc1=O
3052588,750.0,O=C(OCCn1nc(Oc2ccc(Cl)cc2)ccc1=O)c1ccccc1
3052589,750.0,Cc1ccc(C(=O)OCCn2nc(Oc3ccc(Cl)cc3)ccc2=O)cc1
3052590,750.0,COc1ccc(C(=O)OCCn2nc(Oc3ccc(Cl)cc3)ccc2=O)cc1
3052591,750.0,O=c1ccc(Oc2cccc(Cl)c2)nn1CCO
3052592,750.0,CCOc1ccccc1Oc1ccc(=O)n(CCO)n1
3052593,750.0,COc1ccc(Oc2ccc(=O)n(CCO)n2)cc1
3052594,750.0,O=c1ccc(Oc2ccc(Br)cc2)nn1CC(O)CO
3052595,750.0,Cc1cccc(Oc2ccc(=O)n(CCO)n2)c1C
3052608,500.0,COc1cc(N)c(Cl)cc1NC(=O)C1CCN(Cc2ccccc2)CC1.Cl.Cl
3052616,500.0,O=C1CC2Cc3ccccc3C2=NN1
3052617,1000.0,O=C1CC2Cc3cc(Br)ccc3C2=NN1
3052618,1000.0,N#Cc1ccc2c(c1)CC1CC(=O)NN=C21
3052619,500.0,CN1N=C2c3ccccc3CC2CC1=O
3052620,500.0,CCN1N=C2c3ccccc3CC2CC1=O
3052621,500.0,CCCCN1N=C2c3ccccc3CC2CC1=O
3052631,1000.0,CCCN(CCC)SN(C)C(=O)Oc1ccccc1OC(C)C
3052632,800.0,CC(Cc1ccccc1)C1(N2c3ccccc3CCc3ccccc32)CC(N)C1
3052633,800.0,CN(CC(=O)c1ccccc1)C1CN(C2c3ccccc3CCc3ccccc32)C1.Cl.Cl
3052635,400.0,CC1(N2c3ccccc3CCc3ccccc32)CC(N)(c2ccccc2)C1
3052638,200.0,CCC1(N2c3ccccc3COc3ccccc32)CC(N)C1
3052639,200.0,CC(C)C1(N2c3ccccc3COc3ccccc32)CC(N)C1
3052640,400.0,CN(C(N)=O)C1CN(C2c3ccccc3CCc3ccccc32)C1
3052641,200.0,CNC1CCN(C2c3ccccc3CCc3ccccc32)C1
3052644,2500.0,C#CCNC1Cc2ccccc2Sc2ccc(Cl)cc21.C#CCNC1Cc2ccccc2Sc2ccc(Cl)cc21.O=C(O)C(=O)O
3052650,2500.0,CC(C)(C)NC(=O)NC1Cc2ccccc2Sc2ccc(Cl)cc21
3052651,2500.0,O=C(Nc1ccccc1)NC1Cc2ccccc2Sc2ccc(Cl)cc21
3052653,2500.0,CC(C)(C)NC(=O)OC1Cc2ccccc2Sc2ccc(Cl)cc21
3052654,2500.0,O=C(Nc1ccccc1)OC1Cc2ccccc2Sc2ccc(Cl)cc21
3052657,2500.0,CCCCCCCCOC(=O)NC1Cc2ccccc2Sc2ccc(Cl)cc21
3052682,3128.0,CCC1(CC)OCC(C)(C)NC1=S
3052683,4250.0,CCC1(CC)OC(O)C(O)NC1=S
3052684,2170.0,CCC1(CC)OCC(C)NC1=S
3052685,275.0,CCC1OCCNC1=S
3052686,2870.0,CCC1OCC(C)NC1=S
3052687,326.0,CCC1COC(C)C(=S)N1
3052688,589.0,CCCC1OCC(CC)NC1=S
3052689,1645.0,CC(C)C1OCCNC1=S
3052690,1818.0,CCCC1OCC(C)NC1=S
3052691,2555.0,CCCC1OCCNC1=S
3052692,1792.0,CCC1COC(CC)(CC)C(=S)N1
3052758,178.0,CSc1nncc(C(C)(C)C)n1
3052785,2000.0,CC1=C(C(=O)c2ccccc2)C2(CCCCC2)OC1=O
3052787,5600.0,CCN(CC)Cc1ccc(C(=O)Cl)cc1
3052821,550.0,CC(=O)NNC(C)c1ccc(Cl)cc1
3052823,375.0,CCOc1ccc(C(C)NNC(C)=O)cc1
3052824,575.0,COc1ccc(CNNC(C)=O)cc1
3052828,150.0,Cl.Cl.O=C(NNCCc1ccccc1)c1ccncc1
3052838,1888.0,CC1(C(=O)NC(N)=O)CCCCC1
3052839,1063.0,CC1=CCC(C)(C(N)=O)CC1
3052840,766.0,CC1(C(N)=O)CC=CCC1
3052846,525.0,O=C(c1ccccc1F)C1CC1CN1CCC(n2c(=O)[nH]c3ccccc32)CC1
3052850,1000.0,CCOC(=O)C(C)(C)Oc1ccc(Sc2ccc(OC(C)(C)C(=O)OCC)cc2)cc1
3052851,1000.0,CCCCCCCCCC(Oc1ccc(Sc2ccc(OC(CCCCCCCCC)C(=O)OCC)cc2)cc1)C(=O)OCC
3052852,1000.0,CC(C)(Oc1ccc(Sc2ccc(OC(C)(C)C(=O)O)cc2)cc1)C(=O)O
3052853,1000.0,CCCCCCCCCC(Oc1ccc(Sc2ccc(OC(CCCCCCCCC)C(=O)O)cc2)cc1)C(=O)O
3052854,1500.0,CC1(C(=O)NC(N)=O)CC2CCC1C2
3052855,290.0,CC(=O)NC(=O)NC(=O)C1(C)CC2C=CC1C2
3052856,750.0,NC(=O)C1(Cc2ccccc2)CC2C=CC1C2
3052857,472.0,CCCCC1(C(N)=O)CC2C=CC1C2
3052858,3100.0,NC(=O)NC(=O)C1CC2C=CC1C2
3052859,355.0,CC1(C(=O)NC(N)=O)CC2C=CC1C2
3052860,550.0,NC(=O)C1(C2CC2)CC2C=CC1C2
3052861,650.0,CC(C)C1(C(N)=O)CC2C=CC1C2
3052862,440.0,CCCC1(C(N)=O)CC2C=CC1C2
3052877,200.0,CC(C)CC(=O)CSC(=S)Nc1ccccn1
3052878,200.0,CC(C)(C)C(=O)CSC(=S)Nc1ccccn1
3052879,200.0,O=C(CSC(=S)Nc1ccc(Cl)cn1)c1ccccc1
3052891,1000.0,CCNC(=O)c1nc(-c2cccc(F)c2)oc1C
3052892,600.0,CC1CCN(NCc2cnc([N+](=O)[O-])n2C)CC1
3052908,250.0,c1ccc(Cc2csc(N3CCNCC3)n2)cc1
3052983,1500.0,Cl.Cl.Cl.Cl.O.c1nc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)c2[nH]cnc2n1.c1nc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)c2[nH]cnc2n1
3052985,10000.0,CC(C)N(CCOC(=O)c1cccnc1)C(=O)c1cccnc1
3052986,2500.0,O=C(OCCN(C(=O)c1cccnc1)C1CCCCC1)c1cccnc1
3052987,2500.0,O=C(OCCN(Cc1ccccc1)C(=O)c1cccnc1)c1cccnc1
3052988,5000.0,O=C(OCCN(C(=O)c1cccnc1)c1ccccc1)c1cccnc1
3052989,5000.0,CC(CNC(=O)c1cccnc1)OC(=O)c1cccnc1
3052990,5000.0,CC(CN(C)C(=O)c1cccnc1)OC(=O)c1cccnc1
3052991,5000.0,CC(CN(C(=O)c1cccnc1)C(C)C)OC(=O)c1cccnc1
3052992,5000.0,CCCC(COC(=O)c1cccnc1)NC(=O)c1cccnc1
3053020,316.0,CSc1nncc(-c2cccs2)n1
3053021,133.0,COc1nncc(-c2cccc(C(F)(F)F)c2)n1
3053022,316.0,CSc1nncc(-c2ccco2)n1
3053023,300.0,C=CCOc1nnc(C)c(C)n1
3053024,300.0,CSc1nnc(-c2ccccn2)c(-c2ccccn2)n1
3053025,300.0,CSc1nncc(-c2cccc(Cl)c2)n1
3053026,300.0,CSc1nncc(-c2cccc(C(F)(F)F)c2)n1
3053027,237.0,COc1nncc(-c2ccco2)n1
3053028,300.0,CCOc1nncc(-c2ccccc2)n1
3053029,300.0,COc1nncc(-c2ccc3ccccc3c2)n1
3053030,300.0,Cc1nnc(OC(C)C)nc1C
3053031,300.0,COc1nnc(-c2ccccn2)c(-c2ccccn2)n1
3053032,300.0,COc1nncc(-c2cccc3ccccc23)n1
3053033,300.0,CCCOc1nncc(-c2ccccc2)n1
3053034,300.0,COc1ccc(-c2cnnc(SC)n2)cc1OC
3053035,300.0,CSc1nncc(-c2cc3ccccc3o2)n1
3053036,316.0,CSc1nncc(C2CC2)n1
3053037,300.0,COc1nncc(-c2ccc(OC)c(OC)c2)n1
3053038,300.0,CSc1nncc(-c2ccc(N3CCOCC3)cc2)n1
3053039,300.0,COc1nncc(C2CC2)n1
3053040,178.0,CSc1nncc(-c2ccc(F)cc2F)n1
3053041,300.0,CSc1nncc(-c2ccc(Br)cc2)n1
3053042,300.0,COc1ccc(-c2cnnc(SC)n2)cc1
3053043,300.0,COc1nncc(-c2ccc(Br)cc2)n1
3053044,300.0,COc1ccc(-c2cnnc(OC)n2)cc1
3053045,300.0,C=CCOc1nncc(-c2ccccc2)n1
3053046,300.0,CSc1nnc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)n1
3053047,178.0,COc1nncc(-c2ccc(F)cc2F)n1
3053048,300.0,Cc1ccc(Oc2nnc(-c3ccccc3)c(-c3ccccc3)n2)cc1
3053049,300.0,CCOc1nnc(-c2ccccc2)c(-c2ccccc2)n1
3053050,300.0,CCc1ccc(-c2cnnc(SC)n2)cc1
3053051,300.0,COc1ccc(Oc2nncc(-c3ccccc3)n2)cc1
3053052,300.0,CCCCCOc1nncc(-c2ccccc2)n1
3053053,237.0,COc1nncc(-c2cccs2)n1
3053055,300.0,CSc1nncc(-c2cccc3ccccc23)n1
3053056,300.0,CSc1nncc(-c2ccc(C)cc2)n1
3053057,300.0,COc1nncc(-c2cccc(Cl)c2)n1
3053058,300.0,CSc1nnc(-c2ccco2)c(-c2ccco2)n1
3053059,300.0,CSc1nncc(-c2c3ccccc3cc3ccccc23)n1
3053060,300.0,COc1nncc(-c2c3ccccc3cc3ccccc23)n1
3053061,300.0,COc1nnc(-c2ccc(OC)c(OC)c2)c(-c2ccc(OC)c(OC)c2)n1
3053062,300.0,CC(C)Oc1nnc(-c2ccccc2)c(-c2ccccc2)n1
3053063,300.0,COc1nnc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)n1
3053064,300.0,COc1nncc(-c2ccc(Cl)cc2)n1
3053065,300.0,COc1nncc(-c2cc3ccccc3o2)n1
3053066,300.0,COc1nncc(-c2ccc(N3CCOCC3)cc2)n1
3053067,316.0,COc1nnc(-c2ccco2)c(-c2ccco2)n1
3053073,300.0,COc1ccc(-c2nnc(SC)nc2-c2ccc(OC)c(OC)c2)cc1OC
3053077,440.0,CN(C)C#CCCCCCCCCC(=O)c1ccc(F)cc1
3053078,400.0,CN(C)C#CCCCCCCCCC(=O)c1ccccc1
3053079,2000.0,CCCC(C)(C)C(=O)OCc1ccccn1.I
3053082,600.0,CCN(CC)CCCC(C(=O)c1ccccc1)c1ccccc1
3053098,1500.0,O=C1Nc2cccnc2N(C(=O)CCN2CCN(CCc3ccccc3)CC2)c2ccccc21
3053099,1500.0,CCN1CCCC1CNCC(=O)N1c2ccccc2C(=O)N(C)c2cccnc21
3053102,2000.0,O=C1Nc2cccnc2N(C(=O)CCN2CCCCC2)c2ccccc21
3053104,1500.0,CN1C(=O)c2ccccc2N(C(=O)CN2CC=CCC2)c2ncccc21
3053105,1500.0,O=C1Nc2cccnc2N(C(=O)CCCCCN2CCCC2)c2ccccc21
3053193,1000.0,COc1ccc(-c2nc(=S)n(C)nc2-c2ccc(OC)cc2)cc1
3053196,300.0,CC12CCC(CC1=NNc1cccnn1)C2(C)C
3053197,100.0,c1cc(N2CCOCC2)nnc1NN=C1CCCCC1
3053255,191.0,CCc1cc(OP(=O)(OC)OC)ccc1[N+](=O)[O-]
3053258,560.0,CCC(=O)Nc1nnc2ccc(N3CCCCC3)nn12
3053263,480.0,Cl.O=S(CCN1CCCCCC1)c1ccccc1
3053268,1000.0,CCC1CCN(CC(C)Cc2ccc(C(C)(C)C)cc2)CC1.Cl
3053269,2150.0,CC(Cc1ccc(C(C)(C)C)cc1)CN1CCC(C)(C)CC(C)C1
3053270,2150.0,CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)SC(C)C1.Cl
3053273,437.0,CCC(C)c1ccc(O)c(CCN(C)C)c1
3053292,625.0,COc1cccc(OC)c1OCCNN.Cl
3053294,90.0,COc1ccc(OCCNN)cc1OC.Cl
3053296,1000.0,Cl.NNCCOc1ccc(OCc2ccccc2)cc1
3053302,300.0,Cl.NNCCOc1ccc(Cl)cc1
3053304,400.0,COc1ccc(OCCNN)c(OC)c1.Cl
3053306,125.0,COc1ccc(OC)c(OCCNN)c1.Cl
3053351,560.0,CC(=O)Nc1nnc2ccc(N3CCCCC3)nn12
3053360,2000.0,Cl.Cl.O=C(OCCN1CCN(c2ccccc2)CC1)c1ccccc1Nc1cccc(C(F)(F)F)c1
3053362,4000.0,Cl.Cl.O=C(OCCN1CCN(c2cccc(Cl)c2)CC1)c1ccccc1Nc1cccc(SC(F)(F)F)c1
3053364,4000.0,Cl.Cl.O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1cccc(SC(F)(F)F)c1
3053366,4000.0,Cl.Cl.O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1cccnc1Nc1cccc(SC(F)(F)F)c1
3053368,4000.0,Cl.Cl.O=C(OCCN1CCN(c2cccc(Cl)c2)CC1)c1cccnc1Nc1cccc(SC(F)(F)F)c1
3053370,4000.0,Cc1c(Cl)cccc1Nc1ncccc1C(=O)OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1.Cl.Cl
3053372,2000.0,CC(CN1CCN(c2ccccc2)CC1)OC(=O)c1ccccc1Nc1ccnc2cc(Cl)ccc12.Cl.Cl
3053374,2000.0,Cl.Cl.O=C(OCCCN1CCN(c2ccccc2)CC1)c1ccccc1Nc1ccnc2cc(Cl)ccc12
3053376,4000.0,Cc1cc(Nc2ccccc2C(=O)OCCN2CCN(c3ccccc3)CC2)c2ccc(Cl)cc2n1.Cl.Cl
3053378,3000.0,Cl.Cl.O=C(OCCN1CCN(c2cccc(Cl)c2)CC1)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12
3053379,3000.0,Cl.Cl.O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12
3053391,300.0,CC(C)(CN)Oc1ccc(Cl)cc1.Cl
3053393,500.0,CC(C)(CNC(=O)c1cccnc1)Oc1ccc(Cl)cc1
3053394,5000.0,C=Cn1cc(C(=O)O)c(=O)c2c3[nH]ncc3ccc21
3053395,2200.0,Cl.Cl.O=C(OCCN1CCN(c2cccc(SC(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(SC(F)(F)F)ccc12
3053456,2000.0,Cc1nc(O)c(C(N)=O)[nH]1
3053481,1000.0,CCOC(=O)c1[nH]nc(-c2ccccc2)c1N
3053562,1000.0,Cl.NCCc1cccc(OC(F)(F)C(F)F)c1
3053564,1000.0,Cl.NCCc1cc(OC(F)(F)C(F)F)cc(OC(F)(F)C(F)F)c1
3053566,1000.0,Cl.NCCc1cc(OC(F)(F)C(F)F)c(OC(F)(F)C(F)F)c(OC(F)(F)C(F)F)c1
3053568,300.0,CC(N)Cc1cccc(OC(F)(F)C(F)F)c1.Cl
3053570,1000.0,Cl.NCC(O)c1cc(OC(F)(F)C(F)F)cc(OC(F)(F)C(F)F)c1
