cid,mouse_vo,smiles
198756,324.0,Cl.O=C1c2ccccc2S(=O)(=O)N1CCCCNCC1CCc2ccccc2O1
198774,1000.0,O=[N+]([O-])c1sc2ccccc2c1Nc1ccc(Cl)cc1
198775,1000.0,O=[N+]([O-])c1sc2ccccc2c1Nc1cccc(Cl)c1
198776,1000.0,O=[N+]([O-])c1sc2ccccc2c1Nc1ccc(F)cc1
198778,800.0,CC1(C)C=C(n2ccccc2=O)c2cc(C#N)ccc2C1=O
198835,375.0,NC(N)=NCc1ccccc1Cl.NC(N)=NCc1ccccc1Cl.O=S(=O)(O)O
198851,750.0,NC(=O)C(Cc1ccco1)c1cccc2ccccc12
198861,1100.0,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1O
198862,120.0,CCN(CC)CCNC(=O)COc1ccc([N+](=O)[O-])cc1.Cl
198864,2500.0,CCOc1ccc(OCC(=O)NCCN(CC)CC)cc1.Cl
198866,615.0,CCCCOc1ccc(OCC(=O)NCCN(CC)CC)cc1.Cl
198870,230.0,CCCC[n+]1cc(N)on1.[Cl-]
198872,476.0,Cc1c([O-])no[n+]1-c1ccccc1
198874,496.0,Cc1cccc(-[n+]2cc([O-])on2)c1
198876,328.0,Cc1ccccc1-[n+]1cc([O-])on1
198878,753.0,Cc1ccc(-[n+]2cc([O-])on2)cc1
198880,196.0,COc1ccccc1-[n+]1nocc1N.[Cl-]
198882,288.0,CC1=CC=C([n+]2nocc2-c2ccccc2)C(=N)C1.[Cl-]
198884,417.0,Cc1cccc(-[n+]2nocc2N)c1.[Cl-]
198950,990.0,Cc1ccc(C(=O)OC2CC3CCC(C2)[N+]3(C)Cc2ccc(C3CCCCC3)cc2)cc1.[Br-]
198952,800.0,CC[N+]1(Cc2ccc(C3CCCCC3)cc2)C2CCC1CC(OC(=O)c1ccccc1)C2.[Br-]
198956,1100.0,COc1ccc(S(=O)(=O)Nc2nnc(C(C)(C)C)s2)cc1
198960,3800.0,CS(=O)(=O)c1ccc(CN(CCO)C(=O)C(Cl)Cl)cc1
198961,2000.0,CS(=O)(=O)c1ccccc1CN(CCO)C(=O)C(Cl)Cl
198962,3000.0,Cc1ccc(CN(CCO)C(=O)C(Cl)Cl)cc1
198963,1400.0,CS(=O)(=O)c1ccc(CN(CCO)C(=O)CCl)cc1
198964,2000.0,CN(c1ccc(O)cc1)S(C)(=O)=O
198968,4000.0,COc1ccc(CN(CCO)C(=O)C(Cl)Cl)cc1OC
198969,2500.0,CSc1ccc(CN(CCO)C(=O)C(Cl)Cl)cc1
198970,3500.0,CC(=O)OCCN(Cc1ccc(S(C)(=O)=O)cc1)C(=O)C(Cl)Cl
198972,73.0,CCOP(=S)(OCC)Oc1ccc(C#N)cc1OC
198973,1800.0,COc1cc(OP(=S)(OC)OC)ccc1C#N
199004,2500.0,CCC(c1ccc(OC)cc1)C(CC)c1cccnc1
199007,2000.0,O=[N+]([O-])c1ccc(C(O)c2cc3ccccc3o2)cc1
199013,550.0,CCCCc1c(O)n(-c2ccc(O)cc2)n(-c2ccccc2)c1=O.OC(CNc1ccccn1)c1ccccc1
199025,24.0,N#Cc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl
199030,1250.0,O=C(O)CCC1(Cc2ccccc2)CCCC1=O
199031,1500.0,O=C(O)CC1(c2ccccc2)CCCC1=O
199032,1500.0,O=C(O)CC1(c2ccccc2)CCCCC1=O
199034,1200.0,Cl.Nc1nnc(-c2ccccn2)s1
199041,2000.0,CCSc1n[nH]c(-c2ccncc2)n1
199042,1700.0,CCCSc1n[nH]c(-c2ccncc2)n1
199043,2330.0,C=CCSc1n[nH]c(-c2ccncc2)n1
199044,1470.0,c1ccc(Sc2n[nH]c(-c3ccncc3)n2)nc1
199051,800.0,O=C(CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O)c1ccc(Cl)cc1
199075,310.0,CCCC1(CC)COS(=O)OC1
199094,450.0,CCC(=O)NC(C)Cc1ccc2c(c1)OCO2
199104,1600.0,CCN(CC)C(=O)COc1ccc(C(=O)c2ccccc2)cc1
199124,640.0,c1ccc2c(c1)Sc1ccccc1N2CCN1CCCCC1
199128,142.0,CCOP(=S)(OCC)SC(c1ccccc1)c1ccccc1
199134,5000.0,Cl.NC(Cc1ccc(O)c(C(=O)O)c1)C(=O)O
199135,1086.0,CCCCCCN(CCCCCC)C(=N)c1ccc(OCCCCC)c2ccccc12.Cl
199137,5368.0,CCCCCCCCN(CCCCCCCC)C(=N)c1ccc(OCCCCCC)c2ccccc12.Cl
199144,2470.0,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2.O=S(=O)(O)O
199148,1710.0,CSc1n[nH]c(-c2ccncc2)n1
199149,1.7,CCOP(=S)(OCC)SCCSC
199150,10.0,CCCSCCSP(=S)(OCC)OCC
199155,130.0,CN(C)P1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1
199156,70.0,ClP1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1
199157,185.0,CN(C)P1(N(C)C)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1
199158,100.0,CN(C)P1(N2CC2)=NP(N(C)C)(N2CC2)=NP(N2CC2)(N2CC2)=N1
199177,313.0,CCCCCCCCCCCCCCCC[N+](C)(C)N.[Br-]
199179,611.0,Cc1ccc(-[n+]2noc([O-])c2C(C)C)cc1
199181,730.0,Cc1ccccc1-[n+]1noc([O-])c1[N+](=O)[O-]
199183,461.0,COc1ccc(-[n+]2cc([O-])on2)cc1
199185,764.0,[O-]c1on[n+](-c2ccc(Cl)cc2)c1-c1ccccc1
199187,2300.0,Cc1ncc(CO)cc1O.Cl
199189,310.0,CCCNCCCCCNc1cc(OC)cc2cccnc12.O=P(O)(O)O
199191,87.0,CCCCCCCCCCCC(=O)NS(=O)(=O)c1ccc(NC(C)=O)c2ccccc12
199198,400.0,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(F)cc2)c2ccc(C)cc2)cc1
199205,800.0,Cc1ccc(-[n+]2noc([O-])c2C)cc1
199213,700.0,COc1cc2c(c(O)c1OC)C(C)NCC2.Cl
199227,1515.0,CN(C)C(C1CCCC1)C(C)(C)CCC(=O)C1CCCC1
199228,750.0,CN(C)CC(C)(C)CCC(=O)C1CCCC1
199229,2025.0,CC1CCCC(C(=O)CCC(C)(C)CN(C)C)C1
199254,98.0,COc1ccc2c3c1OC1CC(O)C=CC31CC[N+](C)(C)C2.[I-]
199264,520.0,CC(=O)Nc1nnc(-c2ccccc2)o1
199276,5403.0,CCCCCCCN(CCCCCCC)C(=N)c1ccc(OCCCCC)c2ccccc12.Cl
199303,220.0,CC(C)(C(N)c1ccccc1)N1CCCCC1.Cl
199305,390.0,CN(C)C(C)(C)C(N)c1ccccc1.Cl
199387,425.0,COc1ccc(CCNc2ncnc(N)n2)cc1OC
199391,360.0,Nc1ccc(N(c2ccccc2)c2ccc(N)cc2)cc1
199404,560.0,O=C1CCSC(=S)N1c1ccc(Br)cc1
199405,1000.0,NC(=O)OC1CCCC1
199445,860.0,C#CC(O)C1CCCCC1
199459,750.0,CN(C)C(C1CCCCC1)C(C)(C)CCC(=O)C1CCCCC1.O=C(O)CC(O)(CC(=O)O)C(=O)O
199462,2500.0,CCN(CC)CCOC(=O)N1CCN(C)CC1
199470,91.0,Nc1ccc(OP(=O)(Oc2ccc(N)cc2)Oc2ccc(N)cc2)cc1
199471,1350.0,CCCCP(=O)(c1ccccc1)c1ccccc1
199472,1000.0,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
199476,2500.0,CC(C)S(=O)(=O)c1ccccc1
199488,1240.0,CCCP(=O)(c1ccccc1)c1ccccc1
199491,121.0,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccc(C)cc1
199496,1008.0,C[N+]1(CCN(C2CCCCC2)C2CCCCC2)CCCCC1.[Br-]
199516,712.0,CC[N+](C)(C)CC.[I-]
199528,10000.0,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O
199539,600.0,C#CC(C)(O)C1CC1
199542,10000.0,CC[Ge](=O)O
199553,460.0,CN(C)c1nnc(-c2ccccc2)o1
199568,500.0,CC(CC1(Cc2ccccc2Cl)CCCCC1=O)C(=O)O
199585,1550.0,COc1ccccc1C(=O)NCC(=O)N(C)C
199589,1600.0,CCN(CC)C(=O)c1ccc(=O)n(-c2nccs2)c1
199598,5000.0,COc1ccccc1C(=O)N1CCCC1=O
199616,1516.0,CCCCCCCN(CCCCCCC)C(=N)c1ccc(OCCCC)c2ccccc12.Cl
199620,278.0,CC(C)(C)N(O)C(C)(C)C.Cl
199632,1000.0,NCC(=O)NC(=O)CNc1ccc(Cl)cc1C(=O)c1ccccc1
199652,105.0,CCN(CC)CC(O)COc1cccc2ccccc12
199666,9000.0,Clc1ccc(C(Cl)C(Cl)(Cl)Cl)cc1
199678,370.0,CCCCCCCCc1ccc(C[N+]2(C)C3CCC2CC(OC(=O)C(CO)c2ccccc2)C3)cc1.[Br-]
199686,23.0,COP(=S)(OC)SCCSC
199689,88.0,SCC1CS1
199716,70.0,CN1CCN(C2Cc3cc(Cl)ccc3Sc3ccccc32)CC1
199723,5000.0,O=C1C(Cl)=C(Cl)C(=O)C23OC12C1CC3C(Cl)C1Cl
199736,600.0,Cl.OCCN1CCCCC1C1COC(c2ccccc2)(c2ccccc2)O1
199751,175.0,CN(C)C1CCC(C2c3ccccc3CCc3ccccc32)CC1
199789,625.0,CCC(=O)OC1(c2ccccc2)CC[N+](C)([O-])CC1.Cl
199790,4000.0,CCCOc1cc(N)ccc1OCCCCCN1C(=O)c2ccccc2C1=O
199801,750.0,CCC(C#N)(NC(C)=O)c1ccccc1
199816,370.0,CN1CCc2[nH]c3ccc(Br)cc3c2C1
199821,139.0,CC1CCCC(C)N1.Cl
199822,265.0,Cl.OC1(c2ccc(Cl)cc2)CNC(C2CC=CCC2)C1
199829,1250.0,CC(=O)NC(C)(C#N)c1ccccc1
199884,330.0,Cc1nc([N+](=O)[O-])[nH]c1C
199886,500.0,CC(C)(Sc1ccccc1)C(=O)O
199898,383.0,Cl.Cl.NNCCc1ccncc1
199925,134.0,OC(COc1cccc2ccccc12)CN1CCCCC1
199939,34.0,CCOP(=O)(OC)OC=C(Cl)Cl
199941,74.0,COP(=O)(OC=C(Cl)Cl)OC(C)C
199957,1770.0,COc1ccc(CCN2CCC(c3ccc(Cl)cc3)CC2)cc1OC.Cl
199959,100.0,COc1ccc(CCN2CCCC(c3ccc(Cl)cc3)C2)cc1OC.Cl
199966,235.0,Cl.OC(CN1CCCCC1)(c1ccccc1)c1ccccc1
199970,3000.0,COCOc1cc(N)ccc1OCCCCCN1C(=O)c2ccccc2C1=O
199971,4000.0,CCOc1cc(N)ccc1OCCCCCN1C(=O)c2ccccc2C1=O
199972,400.0,CNC(C)(C)CC1CCCCC1
199973,400.0,CCCNC(C)(C)CC1CCCCC1
199974,200.0,CCCCNC(C)(C)CC1CCCCC1
199975,2000.0,Cc1cccc(C)c1OCCn1cnnc1N
199976,1121.0,Cc1cc(OCCCl)n(Cc2ccccc2)n1
199977,971.0,Cc1cc(OCCCl)n(-c2ccccc2)n1
199978,741.0,Cc1cc(OCCN(C)C)n(-c2ccccc2)n1
199979,416.0,CCN(CC)CCOc1cc(C)nn1-c1ccccc1
199980,1146.0,CCCN(CCC)CCOc1cc(C)nn1-c1ccccc1
199981,763.0,Cc1cc(OCCN(C)C)n(Cc2ccccc2)n1
199982,385.0,CCN(CC)CCOc1cc(C)nn1Cc1ccccc1
199983,615.0,CCCCN(CCCC)CCOc1cc(C)nn1Cc1ccccc1
199984,1754.0,Cc1cc(OCCO)n(Cc2ccccc2)n1
200012,1440.0,CN(C)CC1CC1N1c2ccccc2Sc2ccc(Cl)cc21.Cl
200017,1000.0,CC(=O)NCC(=O)Nc1ccc(Cl)cc1C(=O)c1ccccc1
200031,100.0,CCOC(=O)c1cc(=O)c2c(OC)cccc2o1
200032,400.0,CC(C)(N)CC1CCCCC1
200057,200.0,Cc1ccc(C2OC(=N)N3CCCCC23)cc1.Cl
200059,120.0,Cc1ccc(C2OC(=N)N3CCCCC23)cc1.Cl
200061,60.0,Br.N=C1OC(c2ccc(Cl)cc2)C2CCCCN12
200063,60.0,Br.N=C1OC(c2ccc(Cl)cc2)C2CCCCN12
200065,190.0,Br.N=C1OC(c2ccccc2)C2CCCCN12
200067,15.0,Cl.N=C1OC(c2ccccc2)C2CCCCN12
200068,300.0,Br.COc1ccc(C2OC(=N)N3CCCCC23)cc1
200070,300.0,Br.COc1ccc(C2OC(=N)N3CCCCC23)cc1
200072,140.0,Br.COc1cccc(C2OC(=N)N3CCCCC23)c1
200074,180.0,Br.COc1cccc(C2OC(=N)N3CCCCC23)c1
200076,130.0,Br.Cc1cccc(C2OC(=N)N3CCCCC23)c1
200078,180.0,Br.Cc1cccc(C2OC(=N)N3CCCCC23)c1
200081,530.0,CCN(CCCc1ccc(Cl)cc1)CCc1ccc(OC)c(OC)c1.O=C(O)C(=O)O
200083,700.0,COc1ccc(CNCCCc2ccc(Cl)cc2)cc1OC.Cl
200085,142.0,CC(c1ccccc1)C(C)(C)N.Cl
200100,1000.0,CC(C)(CO)CCCCCCCCC(C)(C)CO
200146,370.0,COC(=O)C1CCCC2(C)C1C(O)CC(C)C2(O)CCc1ccoc1
200182,1000.0,C[N+]1(C)CCCC1
200184,684.0,Cc1ncc(CS)c(CO)c1O.Cl
200186,550.0,CN(C)CCC(=O)c1ccc(Br)cc1.Cl
200230,3300.0,Cc1ncc(CO)c(CS)c1O.Cl
200240,5.0,CCC1(C#N)CCCCC1OC(C)=O
200279,540.0,CCC1(CC)C(O)C(C)(C)C1N(C)C
200280,625.0,Cl.OC1(c2ccccc2)CCNC1
200346,200.0,CN(C)CCC1=C(c2ccc(C(F)(F)F)cc2)Cc2ccccc21.Cl
200351,561.0,CC(C)(C)c1nnc(NS(=O)(=O)c2ccc(Cl)cc2)s1
200363,400.0,CCN(CC)CCOc1ccc2c(c1)C(=O)c1ccccc1-2.Cl
200374,350.0,Cl.O=C(CCN1CCCCC1)c1ccc(F)cc1
200375,350.0,O=C(CCN1CCCCC1)c1ccc(F)cc1
200380,5000.0,O=C(O)CCCCCCCCCCCl
200392,710.0,NC(CCC(=O)[O-])C(=O)[O-].[Zn+2]
200415,5000.0,COc1cc(C(=O)C(C)O)ccc1O
200418,16.0,CCOP(=S)(OCC)SCC(N)=O
200427,900.0,CC(C)(O)C#CBr
200428,5000.0,CN1CC(=O)N(c2ccc(S(N)(=O)=O)cc2)C1
200432,90.0,CCOP(=S)(Oc1ccc(S(=O)(=O)N(C)C)cc1)N(C)C
200453,2000.0,C=CCOc1ccc(C(=O)CC)cc1
200475,185.0,CN(C)CC(O)COc1cccc2ccccc12
200476,1000.0,Cc1cccc(N(N=O)c2ccccc2C(=O)O)c1C
200479,700.0,c1ccc(CSSCc2ccccn2)nc1
200485,3200.0,CC1(c2ccccc2)C(=O)c2ccccc2C1=O
200489,6000.0,CCC(O)C(C)(C)CO
200509,2000.0,CCCCCCCCCCCCOc1ccc(C(C)=O)cc1
200510,400.0,c1ccc(Oc2cccnc2)cc1
200517,200.0,CCCCCCCCCCCCCN(C)C.Cl
200527,1.425,O=C(COc1ccc(Cl)cc1)Oc1ccccc1C(=O)O
200529,26000.0,CCC(COC(=O)c1ccccc1C(=O)OCC(CC)CC(C)C)CC(C)C
200533,200.0,Clc1ccccc1N1CCN(CCOc2ccccc2)CC1
200553,960.0,COc1cc2c(c(O)c1OC)CNCC2.Cl
200565,2400.0,CC1(c2ccc(F)cc2)NC(=O)N(CCO)C1=O
200572,25.0,C=C(OP(=O)(OCC)OCC)Sc1ccccc1
200587,14.0,CCOP(=S)(OCC)SCC(=O)N(C)C
200616,82.0,COc1ccc(CCNCC(O)COc2cccc3ccccc23)cc1OC
200623,10000.0,Nc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(N)cc3)cc2)cc1
200624,472.0,O=C(Nc1ccccc1C(F)(F)F)C(F)(F)F
200644,4550.0,CSCCCN.Cl
200648,810.0,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.[I-]
200651,17.5,CCOP(=S)(OCC)SCC(=O)NC(N)=O
200656,103.0,Nc1ccc2oc(=O)ccc2c1.O=C(O)c1cc2ccccc2oc1=O
200670,48.0,COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)c(Cl)c1
200671,821.0,O=C(CBr)c1ccccc1O
200672,2032.0,Oc1ccccc1-c1nnc(-c2ccccc2O)o1
200686,1000.0,O=C(NNc1ccc(Br)cc1Br)c1ccccc1
200708,1200.0,C=CCN1C(=O)CCC1=O
200713,23.2,CN(C)C(CSC#N)CSC#N.O=C(O)C(=O)O
200720,800.0,CC(=O)Nc1cnn(-c2ccccc2)c1
200728,13.0,CCOP(=S)(OCC)SCC(=O)NC
200735,325.0,CC=C1CN2CCC34c5ccccc5N(C(C)=O)C3C(CO)C1CC24
200736,1239.0,CNC(=O)N(C(N)=O)c1ccc(Cl)cc1C
200753,5000.0,COc1ccc(NC(=O)N2CCCCC2)cc1
200778,750.0,COc1ccccc1C1(CCC(=O)O)CCCC1=O
200779,500.0,O=C(O)CCC1(Cc2ccc(Cl)cc2)CCCC1=O
200780,1500.0,COc1ccccc1CC1(CCC(=O)O)CCCC1=O
200781,1250.0,O=C(O)CCC1(Cc2ccccc2Cl)CCCC1=O
200792,1300.0,Cc1cc(-c2ccccc2)nn(CCN2CCOCC2)c1=O.Cl
200812,1448.0,Cc1ccccc1NC(=O)N(C)C(N)=O
200813,1000.0,COC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1
200814,4200.0,C[S+](C)CCC(N)C(=O)O.[I-]
200818,3500.0,Nc1ccc(S(=O)(=O)Nc2ccon2)cc1
200840,1000.0,COc1ccccc1C1(CCC(=O)O)CCCCC1=O
200841,1250.0,O=C(O)CCC1(c2ccccc2)CCCCC1=O
200843,2000.0,Nc1nc(N)nc(N2CCCC2)n1
200868,1200.0,CCCCn1cc([N+](=O)[O-])cc1[N+](=O)[O-]
200869,400.0,CC(C)n1cc([N+](=O)[O-])cc1[N+](=O)[O-]
200896,318.0,COc1cccc(C2(O)CCCCC2CN2CCCC2)c1
200897,274.0,CCOc1cccc(C2(O)CCCCC2CN(C)C)c1
200902,408.0,CN(C)C(c1ccccc1)C(C)(C)CCC(=O)c1ccccc1
200933,2150.0,CCCCCCn1cc([N+](=O)[O-])cc1[N+](=O)[O-]
200934,1000.0,CC(C)CCn1cc([N+](=O)[O-])cc1[N+](=O)[O-]
200935,1200.0,CC(C)Cn1cc([N+](=O)[O-])cc1[N+](=O)[O-]
200936,220.0,Cn1cc([N+](=O)[O-])cc1[N+](=O)[O-]
200943,390.0,CCn1nc2c3ccccc3c3ccccc3c2nc1=N.Cl
200953,1000.0,O=C(C#Cc1ccccc1)c1ccco1
200960,775.0,CCN(CCCl)C(C)COc1cc(C)c(Cl)cc1C(C)C.Cl
200981,500.0,Cc1ccc(-c2ccccc2)[nH]1
200985,100.0,CCNP(=S)(NCC)Oc1ccc(S(=O)(=O)N(C)C)cc1
200986,25.0,CCOP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1
200991,420.0,CN1CCN(c2ccccc2)CC1
200992,10.0,CCOP(=O)(Oc1ccc(S(=O)(=O)N(C)C)cc1)N(C)C
200993,100.0,CCOP(=S)(Oc1ccc(S(=O)(=O)N(C)C)cc1)Oc1ccc(S(=O)(=O)N(C)C)cc1
200994,10.0,CNP(=S)(NC)Oc1ccc(S(=O)(=O)N(C)C)cc1
200995,10.0,CCCCNS(=O)(=O)c1ccc(OP(=S)(OC)OC)cc1
200996,142.0,CCN(CC)S(=O)(=O)c1ccc(OP(=S)(OC)OC)cc1
200997,50.0,COP(=S)(OC)Oc1ccc(S(=O)(=O)N2CCCC2)cc1
200998,5.0,COP(=S)(OC)Oc1ccc(S(=O)(=O)N2CCOCC2)cc1
200999,23.1,CCOP(=S)(OCC)Oc1ccc(S(=O)(=O)N(C)C)cc1
201000,35.0,CCN(CC)S(=O)(=O)c1ccc(OP(=O)(OC)OC)cc1
201001,75.0,CCOP(=O)(OCC)Oc1cccc(S(N)(=O)=O)c1
201002,30.0,CCOP(=O)(OCC)Oc1ccc(S(=O)(=O)N(C)C)cc1
201037,240.0,OCP(CO)c1ccccc1
201038,1500.0,CCCCCn1cc([N+](=O)[O-])cc1[N+](=O)[O-]
201039,3000.0,Cc1ncc([N+](=O)[O-])n1CCn1cc([N+](=O)[O-])cc1[N+](=O)[O-]
201040,20.0,O=[N+]([O-])c1c[nH]c([N+](=O)[O-])c1
201064,75.0,CCOP(=S)(OCC)Sc1ccc(S(N)(=O)=O)cc1
201071,51.0,CP(C)(=S)Oc1ccc([N+](=O)[O-])cc1
201104,10.0,CCP(=S)(CC)Oc1ccc(S(=O)(=O)N(C)C)cc1
201105,2330.0,Cc1cc(=O)c(C(=O)O)c(C)o1
201116,30.0,COP(=S)(Oc1ccc([N+](=O)[O-])c(C)c1)OC(C)C
201149,295.0,COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)c(C)c1
201150,9.6,COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1Cl
201188,780.0,CCC12CCCN3CCc4c(n(c5ccccc45)C(O)(CO)C1)C32
201189,17.5,COP(=O)(OC)Oc1ccc(S(=O)(=O)N(C)C)c(Cl)c1
201190,108.0,CCN(CC)S(=O)(=O)c1ccc(OP(=O)(OC)OC)cc1Cl
201239,3000.0,CC1(c2ccccc2)CC(=O)N(c2ccccc2)C1=O
201251,550.0,COc1ccccc1-c1nnc(N)o1
201252,3500.0,Nc1nnc(C(c2ccccc2)c2ccccc2)o1
201253,60.0,Cl.N=C1OC(c2ccccc2)C2CCCCN12
201260,1000.0,CSc1ccc(OC(=O)N(C)C(C)=O)cc1C
201284,1500.0,Cc1cc(=O)oc2c1c(C)nn2C
201313,476.0,CN(CCN(C)c1ccccn1)Cc1ccc(Br)s1.Cl
201316,750.0,CCCCCCCCOc1ccc(N)cc1COC.Cl
201318,3000.0,CCCCCCCCOc1ccc(N)cc1COCC.Cc1ccc(C(=O)OC(C(=O)O)C(OC(=O)c2ccc(C)cc2)C(=O)O)cc1
201320,3000.0,CCCCCCCCOc1ccc(N)cc1COCCC.Cc1ccc(C(=O)OC(C(=O)O)C(OC(=O)c2ccc(C)cc2)C(=O)O)cc1
201322,200.0,CCCCCCCCOc1ccc(N)cc1COc1ccc(N)cc1OC
201323,400.0,CCc1cc(N)ccc1OCCCCCN1C(=O)c2ccccc2C1=O
201329,1800.0,CCCCCCCCOc1ccc(N)cc1CSCC.CS(=O)(=O)O
201331,3000.0,CCCCCCCCOc1ccc(N)cc1CSCCC.Cl
201333,1600.0,CCCCCCCCOc1ccc(N)cc1CSCCO
201334,4000.0,CCCCCCCCOc1ccc(N)cc1CSc1ccccc1.CS(=O)(=O)O
201336,500.0,CCCCCCCCOc1ccc(N)cc1CS(C)=O
201337,1500.0,CCCOc1ccc(N)cc1CS(C)(=O)=O
201338,1000.0,CCCCOc1ccc(N)cc1CS(C)(=O)=O
201339,300.0,CCCCCOc1ccc(N)cc1CS(C)(=O)=O
201340,800.0,CCCCCCCOc1ccc(N)cc1CS(C)(=O)=O
201341,4000.0,CCCCCCCCOc1ccc(N)cc1CS(C)(=O)=O
201342,750.0,CCCCCCCCCOc1ccc(N)cc1CS(C)(=O)=O
201343,1300.0,CS(=O)(=O)Cc1cc(N)ccc1OCCCCCN1C(=O)c2ccccc2C1=O
201344,4000.0,CCCCCCCCOc1ccc(N)cc1CS(=O)(=O)CC
201345,800.0,CCCCCCCCOc1ccc(N)cc1CS(=O)(=O)CCO
201346,4000.0,CCCCCCCCOc1ccc(N)cc1CS(=O)(=O)c1ccc(NC(C)=O)cc1
201347,4000.0,CCCCCCCCOc1ccc(N)cc1CS(=O)(=O)c1ccc(Cl)cc1
201348,4000.0,CCCCCCCCOc1ccc(N)cc1CS(=O)(=O)c1ccc(C)cc1
201349,300.0,CCCCCCCCOc1ccc(N)cc1CNC(C)=O
201350,4000.0,CC(=O)NCc1cc(N)ccc1OCCCCCN1C(=O)c2ccccc2C1=O
201351,4000.0,CCCCCCCCOc1ccc(N)cc1CNC(N)=O
201352,4000.0,CCCCCCCCOc1ccc(N)cc1CNS(C)(=O)=O
201353,4000.0,CCCCCCCCOc1ccc(N)cc1CN(C)S(C)(=O)=O
201363,116.0,ClC1=C(Cl)C2(Cl)C3C4C=CC(O4)C3C1(Cl)C2(Cl)Cl
201364,1000.0,COC(=O)C(C(=O)OC)C(F)(F)F
201365,200.0,CCCCCCOc1ccc(N)cc1CS(C)(=O)=O
201375,25.0,CCP1(=O)OCc2ccccc2O1
201376,25.0,O=P1(CCl)OC2=C(O1)C1CC1C=C2
201389,1500.0,CCCCCCCCOc1ccc(N)cc1C.CS(=O)(=O)O
201391,400.0,Cc1cc(N)ccc1OCCCCCN1C(=O)c2ccccc2C1=O
201392,1500.0,Nc1ccc(OCCCCCN2C(=O)c3ccccc3C2=O)c(CO)c1
201393,800.0,COCc1cc(N)ccc1OCCCCCN1C(=O)c2ccccc2C1=O
201397,570.0,CN1C2CCC1CC(OC(=O)C1CCC(C(=O)Oc3ccccc3)(C3CC4CCC(C3)N4C)c3ccccc31)C2.O.O=S(=O)(O)O
201406,5000.0,O=C(Cc1ccccc1C(=O)O)Cc1ccccc1C(=O)O
201407,25.0,COP(=O)(OC)OP(=S)(OC)OC
201412,13000.0,COc1c(O)cc2c(c1O)C1OC(CO)C(O)C(O)C1OC2=O.O
201428,1300.0,Cc1ncccc1CCCl.Cl
201431,2750.0,CCNC(=O)NC(=O)c1cc(OC)c(OC)c(OC)c1
201434,2497.0,O=C([O-])C(O)C(O)C(=O)[O-]
201444,130.0,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl
201451,3500.0,CC(C)(C)c1cc(Cl)cc(Sc2cc(Cl)cc(C(C)(C)C)c2O)c1O
201453,1000.0,Br.CN1CCC=C(C(=O)O)C1
201455,2000.0,CC(C)OC(=O)c1ccc(N)cc1O
201460,1000.0,Br.CCOC(=O)C1=CCCN(C)C1
201468,2000.0,O=C(CCC(=O)N1CCOCC1)c1ccccc1
201474,1500.0,CCOC(=O)c1ccc(N)cc1O
201493,5300.0,NC(=O)NC(=O)COc1ccccc1
201495,250.0,CCOP(=S)(OCC)SCC(=O)Nc1ccc([N+](=O)[O-])cc1
201499,1500.0,CCCCCCCCOc1ccc(N)cc1CSC.CS(=O)(=O)O
201504,4000.0,CCCCCCCCOc1ccc(N)cc1CNC(=O)c1ccccc1
201521,510.0,CN1C(C)(C)CCCC1(C)C.Cl
201525,750.0,CC(N1CCCCC1)C(O)(c1ccccc1)c1ccccc1.Cl
201531,1000.0,O=C(O)COc1ccccc1NC(=O)c1ccccc1
201532,1000.0,Cc1ccc(C(=O)Nc2ccccc2OCC(=O)O)cc1
201535,4150.0,Cc1cc(C(F)(F)F)nc(NS(=O)(=O)c2ccc(N)cc2)n1
201540,750.0,COC(=O)C1=CCCNC1.Cl
201544,1000.0,Cc1nc([N+](=O)[O-])n(C)c1C
201558,1000.0,O=C(O)COc1ccc(Cl)cc1NC(=O)c1ccc(Cl)c(Cl)c1
201605,1000.0,C=CCOc1ccc(NC(C)=O)cc1C(=O)NCCC
201606,700.0,C=CCOc1ccc(NC(C)=O)cc1C(=O)NCCCC
201607,2000.0,C=CCOc1ccc(NC(C)=O)cc1C(=O)NCC(C)C
