cid,rat_vi,smiles
9570093,14.9,CNC(=O)ON=CC(C)(C)S(C)(=O)=O
9570737,40.0,CC(=O)[O-].CC(C)[NH2+]C(N)=NC(N)=Nc1ccc(Cl)cc1
9570766,22.0,CC(C)[NH+](CCON=C1CCCCCC1=Cc1ccccc1)C(C)C.O=C([O-])C=CC(=O)O
9570779,670.0,CC(CC(=O)OC(C)(C)C)=NNc1ccc(N2CCOCC2)nn1
9570985,1900.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CSC12)c1csc(N)n1.[Na+].[Na+]
9571091,1763.0,O=C(NN=CC(O)C1OC(=O)C(O)C1O)c1ccncc1
9577582,300.0,C(=Nc1nc(-c2ccccc2)cs1)c1ccccc1
9578352,145.0,CN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1.O=C(O)C=CC(=O)O
9578401,280.0,NC(=Nc1nc2ccccc2[nH]1)Nc1ccc(Cl)cc1
9578541,475.0,Clc1ccc(C=Nc2nc(-c3ccccc3)cs2)cc1Cl
9578542,175.0,COc1cc(C=Nc2nc(-c3ccccc3)cs2)cc(OC)c1OC
9578561,300.0,Fc1ccc(C=Nc2nc(-c3ccccc3)cs2)cc1
9578562,150.0,COc1cccc(C=Nc2nc(-c3ccccc3)cs2)c1OC
9578610,63.0,Cl.NC(=NNc1ccccc1)c1ccccc1
9587894,140.0,CN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1.Cl
9588141,110.0,C[n+]1ccccc1.O=C1N=C([O-])CN1N=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1
9588143,115.0,Cc1c([N+](C)(C)C)c(=O)n(-c2ccccc2)n1C.O=C1N=C([O-])CN1N=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1
9588144,145.0,Cn1cc[n+](C)c1.O=C1N=C([O-])CN1N=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1
9588145,88.0,Cc1c([N+](C)(C)C)c(=O)n(-c2ccccc2)n1C.O=C1N=C([O-])CN1N=Cc1ccc(-c2ccc(Cl)c(Cl)c2)o1
9588146,45.0,C[N+](C)(C)CCO.O=C1N=C([O-])CN1N=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1
9588147,102.0,CC(C)(CO)[N+](C)(C)C.O=C1N=C([O-])CN1N=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1
9589174,80.0,Cl.Cl.NC(=Nc1nc2ccccc2[nH]1)Nc1ccccc1
9589470,3000.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1.[Na+]
9811704,6000.0,CC1OC(OC2C(CO)OC(OC(C(O)CO)C(O)C(O)C=O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O
9848818,300.0,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
9849683,102.0,Cl.Cl.OCCN1CCCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
9852176,7000.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(C)c(CC(=O)[O-])s3)CSC12)c1csc(N)n1.[Na+].[Na+]
9852185,107.0,CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CC4CC1C(C)(C)OC2(CC=C(C)C(=O)O)C4=O)C3=O
9853650,30.2,CCCCCC(O)C=CC1C(O)CC2(C)CC(=CCCCC(=O)[O-])CC12.CCCCCC(O)C=CC1C(O)CC2(C)CC(=CCCCC(=O)[O-])CC12.[Ca+2]
9853654,50.0,CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O
9859211,50.0,CNC(C)Cc1ccccc1OC.Cl
9866796,112.0,CCC(CC)COC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1.Cl
9884029,24.0,CN(C)CCC=C1c2ccccc2CSc2ccccc21.Cl
9915886,10.0,COc1c(OC2OC(CO)C(O)C(O)C2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2
9963894,104.0,CNCC1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1.CNCC1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O
9972891,40.0,O=NN(CCCl)C(=O)NC1OC(CO)C(O)C(O)C1O
10049692,54.0,CC(C)(CCn1c(=O)[nH]c2ccccc21)NCC(O)COc1cccc2ccccc12.Cl
10107147,2950.0,O=C(CO)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1
10125048,2450.0,NC(=O)C1CN1
10171019,220.0,COCC1OC2OC3C(COC)OC(OC4C(COC)OC(OC5C(COC)OC(OC6C(COC)OC(OC7C(COC)OC(OC8C(COC)OC(OC1C(O)C2OC)C(OC)C8O)C(OC)C7O)C(OC)C6O)C(OC)C5O)C(OC)C4O)C(OC)C3O
10221451,311.0,CC(=O)[O-].Cn1c2ncnc-2c([O-])n(C)c1=O.[Na+].[Na+]
10347879,11.6,C[N+]1(CC(=O)c2ccc(-c3ccccc3)cc2)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.[Br-]
10405586,4.0,C[N+](C)(C)CCOC(c1ccccc1)c1ccccc1.[Br-]
10429215,12.0,C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2.[Br-]
10440240,3000.0,O=S(=O)(c1ccc(NC(C(O)C(O)C(O)C(O)CO)S(=O)(=O)[O-])cc1)c1ccc(NC(C(O)C(O)C(O)C(O)CO)S(=O)(=O)[O-])cc1.[Na+].[Na+]
10453145,37.0,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1
10457278,150.0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21.Cl
10463869,400.0,CC(=O)NC(CCC(N)=O)C(=O)[O-].CC(=O)NC(CCC(N)=O)C(=O)[O-].CC(=O)NC(CCC(N)=O)C(=O)[O-].CC(=O)NC(CCC(N)=O)C(=O)[O-].CC(=O)NC(CCC(N)=O)C(=O)[O-].[Al+3].[Al+3].[Al+3].[OH-].[OH-].[OH-].[OH-]
10470963,800.0,COc1ccc2c3c1OC1C(O)C=CC4C(C2)[N+](C)([O-])CCC341
10608828,800.0,O=P(O)(O)OCCCNCCCl
10695961,7000.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CSC12)c1csc(N)n1.[Na+]
10819737,16.0,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O
10957430,200.0,COC1C(=O)CCC2(CO2)C1(O)C1(C)OC1CC=C(C)C
10959536,278.0,COc1ccc2[n-]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1.[Na+]
11105289,8.9e-05,C=C(C=CCC(O)C(O)C(O)CC=CC=CC(O)CC1OC(CC(O)C(O)CC2OC(C(O)C(O)CCC(O)C=CC(C)C(O)CC3(O)OC(CC(O)CCCCCCCC45CC(C)CC(C)(O4)C(CC(C)CCCCCC(O)C(O)C(O)C(O)C(O)C4OC(CC(O)C(O)C(C)=CC(O)CC(C)C(O)C(=O)NC=CC(=O)NCCCO)C(O)C(O)C4O)O5)C(O)C(O)C3O)CC(O)C2O)C(O)C(O)C1O)CCC(O)C(O)C(O)C(C)CC1OC(C=CC(O)C(O)CC2CC3CC(O2)C(CCC2OC(CN)CC2O)O3)C(O)C(O)C1O
11570269,0.86,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O.Cl
11577221,37.0,Cl.Cl.NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1
11593581,216.0,Cl.NC(CC(=O)[O-])C(=O)[O-].[Mg+2]
11630995,64.0,Br.CN1CCC2(C)CC(Cc3ccc(O)cc32)C1
11639099,30.0,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.Cl
11764862,43.0,COC(C[Hg+])CNC(=O)NC(=O)CCC(=O)[O-].Cn1c(=O)c2[nH]cnc2n(C)c1=O.[Na+].[OH-]
11954008,1900.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CSC12)c1csc(N)n1.O=S(=O)(O)O
11954009,2680.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12)c1csc(N)n1.CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12)c1csc(N)n1.Cl
11954252,126.0,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O.NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O
11957537,8.9,Br.COC1CC=C2CCN3CCC4=C(CC(=O)OC4)C23C1
11957628,600.0,CN1CCCC1c1cccnc1.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O
11961431,16.4,CS(=O)(=O)[O-].CS(=O)(=O)[O-].NC(=[NH2+])c1ccc2cc(OC(=O)c3ccc([NH+]=C(N)N)cc3)ccc2c1
11979756,4000.0,Nc1nc(C(=NOCc2cc(=O)c(O)cn2O)C(=O)NC2C(=O)N3C(C(=O)[O-])=C(CSc4cnns4)CSC23)cs1.Nc1nc(C(=NOCc2cc(=O)c(O)cn2O)C(=O)NC2C(=O)N3C(C(=O)[O-])=C(CSc4cnns4)CSC23)cs1.[Na+].[Na+]
11980076,203.0,CC(=O)O.CC(C)CC(NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O
12195997,55.0,CN(C)CCCN1C(=O)c2cc([N+](=O)[O-])ccc2Oc2ccccc21.Cl
12207008,91.0,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21.Cl
12309456,300.0,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O.Cl
12610509,630.0,C=CCC(CC=C)C(=O)O
12708735,4.5,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
12850205,500.0,NC(N)=NCC(O)CC(O)(C(=O)O)C1OC(n2cc(CO)c(N)nc2=O)C=CC1NC(=O)C(N)CO
12905357,8000.0,CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1.O.O.O
12961638,200.0,O=C1OC2(c3ccccc31)c1cc(I)c([O-])c(I)c1Oc1c2cc(I)c([O-])c1I.[Na+].[Na+]
13041009,1809.0,CC1(C)SSCC(C(=O)O)NC1=O
13318866,1.399,Cc1c(-c2ccccc2)[n+](CCCCCC[n+]2c(-c3ccccc3)c(C)n3ccccc32)c2ccccn12.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-]
13318868,3.5340000000000003,[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-].c1ccc(-c2c[n+]3c(n2CCCCCCn2c(-c4ccccc4)c[n+]4c2CCCC4)CCCC3)cc1
13320773,3.507,CC(=O)OCc1c(-c2ccccc2)[n+](CCCCCC[n+]2c(-c3ccccc3)c(COC(C)=O)n3ccccc32)c2ccccn12.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-]
13652393,55.85,O=[Te](=O)([O-])[O-].[Na+].[Na+]
13713344,42.4,CC(C)CC1C(c2ccccc2)OC(=O)N1CCCN1CCCCC1
13713346,30.6,CC(C)CC1C(c2ccccc2)OC(=O)N1CCCN1CCCCC1
13713348,42.4,CC(C)CC1C(c2ccccc2)OC(=O)N1CCCN1CCCCC1
14148199,65.0,C=CCC1(C(C)CCC)C(=O)[N-]C(=O)NC1=O.[Na+]
14818686,1200.0,COc1cnc(NS(=O)(=O)c2ccc([NH-])cc2)nc1.[Na+]
15571694,1.3,CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2
15588581,6.242,Cc1c(-c2ccccc2)[n+](CC[n+]2c(-c3ccccc3)c(C)n3ccccc32)c2ccccn12.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-]
15588583,1.528,CCc1c(-c2ccccc2)[n+](CCCCCC[n+]2c(-c3ccccc3)c(CC)n3ccccc32)c2ccccn12.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-]
15588585,2.51,Fc1ccc(-c2c[n+]3ccccc3n2CCCCCCn2c(-c3ccc(F)cc3)c[n+]3ccccc23)cc1.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-]
15588587,1.889,[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-].c1ccc(-c2c[n+]3ccccc3n2CCCCCCCCn2c(-c3ccccc3)c[n+]3ccccc23)cc1
15588589,1.455,Cc1c(-c2ccccc2)[n+](CCCCCCCC[n+]2c(-c3ccccc3)c(C)n3ccccc32)c2ccccn12.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-]
15588591,2.889,Cc1c(-c2ccccc2)[n+](CCCC[n+]2c(-c3ccccc3)c(C)n3ccccc32)c2ccccn12.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-]
15588595,4.741,Brc1ccc(-c2c[n+]3ccccc3n2CCCCCCn2c(-c3ccc(Br)cc3)c[n+]3ccccc23)cc1.[Br-].[Br-]
15588598,2.059,[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-].c1ccc(-c2c[n+]3ccccc3n2CCCCn2c(-c3ccccc3)c[n+]3ccccc23)cc1
15588600,5.416,[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-].c1ccc(-c2c[n+]3ccccc3n2CCn2c(-c3ccccc3)c[n+]3ccccc23)cc1
15588602,2.082,[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-].c1ccc(-c2c[n+]3ccccc3n2CCCCCCn2c(-c3ccccc3)c[n+]3ccccc23)cc1
15588611,7.925,OC1(c2ccccc2)C[n+]2ccccc2N1CCCCCCN1c2cccc[n+]2CC1(O)c1ccccc1.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-]
15588615,3.073,OCc1c(-c2ccccc2)[n+](CCCCCC[n+]2c(-c3ccccc3)c(CO)n3ccccc32)c2ccccn12.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-]
15942714,5.8,COC1C(C)OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C1O
15942827,16.0,OC(C1CO1)C(O)C1CO1
15942842,17464.0,CCN(C(C)=O)c1c(I)c(NC(=O)CCS(=O)(=O)CCC(=O)Nc2c(I)c(C(=O)O)c(I)c(N(CC)C(C)=O)c2I)c(I)c(C(=O)O)c1I.CNCC(O)C(O)C(O)C(O)CO
15984075,67.0,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341.Cl
16051935,70.0,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5.CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5.O=S(=O)(O)O
16051953,288.0,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O.O=C(O)C(O)C(O)C(O)C(O)C(O)CO
16129665,5.0,CC(C)CC(NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(N)Cc1ncc[nH]1)C(C)O)C(C)O)C(=O)NC(C(=O)O)C(C)C
16129681,21.0,CC(N)C(=O)NCC(=O)NC1CSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)O)NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC1=O
16129708,21.0,CCC(C)C1NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(N)CO)CSSCC(C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(Cc2ccccc2)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc2ccc(O)cc2)C(=O)O)NC(=O)CNC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CO)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)CNC1=O
16129736,20.0,CN1C(=O)C(c2cc(Cl)c(O)c(Cl)c2)NC(=O)C2NC(=O)C(c3cc(Cl)c(O)c(Cl)c3)NC(=O)C(NC(=O)C(=O)c3cc(Cl)c(O)c(Cl)c3)Cc3c[nH]c4cc(ccc34)-c3cc2cc(c3O)Oc2ccc(cc2)CC1C(=O)NC(C(=O)O)c1ccc(O)cc1
16131419,133.0,COC(=O)C1NC(=O)C2NC(=O)C(NC(=O)C3NC(=O)C4NC(=O)C(NC(=O)C(N)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)C(O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)C2OC2CC(N)C(O)C(C)O2)c2ccc(O)c(c2)-c2c(O)cc(O)cc21
16131420,479.0,CCC(C)CCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NCC(=O)NC(CCCN)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC(C(C)CC(=O)O)C(=O)NC(CC(=O)c2ccccc2N)C(=O)OC1C
16132068,204.0,CC(C)CCCCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NCC(=O)NC(CCCN)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC(C(C)CC(=O)O)C(=O)NC(CC(=O)c2ccccc2N)C(=O)OC1C
16132283,100.0,CSCCC(NC(=O)C(CC(C)C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(N)Cc1cnc[nH]1)C(C)O)C(C)O)C(C)C)C(=O)NC(CC(N)=O)C(=O)NC(C(=O)O)C(C)O
16132340,0.26,CCC(C)C(NC(=O)C(CC(N)=O)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)C(CS)NC(=O)C(CS)NC(=O)C(CO)NC(=O)C(N)CCCCN)C(C)O)C(C)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(CS)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NCC(=O)NC(CS)C(=O)NC(C)C(=O)NCC(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(CS)C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(C(=O)NC(CO)C(=O)NCC(=O)NC(CO)C(=O)NC(C(=O)NC(CS)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)O)C(C)O)C(C)CC)C(C)CC
16132395,10.0,CCCC(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(=O)NC(CC)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NC(CCCNC(=N)N)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NCC(=O)NC(C)C(=O)NCC(=O)NC(C(=O)N1CCCC1C(N)=O)C(C)O)C(C)C)C(C)O)C(C)O)C(C)C)C(C)O
16133750,10.0,CC(=O)O.CSCCC(NC(=O)C(CO)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CO)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)O)C(C)C)C(C)C)C(C)C
16143997,4.62,CCC(C)C(NC(=O)C(CCCCN)NC(=O)C1CCCN1C(=O)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)CN)C(C)CC)C(=O)NC(C(=O)NC(CO)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(C(=O)NCC(=O)NC(CO)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)O)C(C)C)C(C)O)C(C)CC
16158172,714.0,CCNCC.CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)C(NC(=O)C(Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C1CCC(=O)N1)C(C)O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O
16186200,1.0,CCC(C)C(NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(N)=O)NC(=O)C(CO)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(N)CO)C(C)CC)C(C)O)C(C)C)C(C)CC)C(N)=O
16204922,25.0,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+]
16211466,4.0,O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ce+3]
16211709,32.0,CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.Cl
16217806,432.0,C[S+](C)CCC(N)C(=O)O.[Cl-]
16219912,80.0,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12.Cl
16219944,41.1,O=C(O)C(O)C(O)C(=O)O.O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
