cid,rat_vi,smiles
42200,20.6,CCCCNC(=O)C(Cc1ccc(OCCCN2CCCC2)cc1)NC(=O)c1ccc(C)cc1.O=C(O)C(=O)O
42202,40.0,CCCCNC(=O)C(Cc1ccc(OCCN(C(C)C)C(C)C)cc1)NC(=O)c1ccc(C)cc1
42203,41.0,CCCCCCNC(=O)C(Cc1ccc(OCCN2CCCC2)cc1)NC(=O)c1ccc(C)cc1
42204,35.0,CCCN(CCC)C(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccc(Cl)cc1.O=C(O)C(=O)O
42206,62.6,CCCN(CCC)C(=O)C(Cc1ccc(OCCCN2CCN(C)CC2)cc1)NC(=O)c1ccc(Cl)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
42208,26.3,CCCN(CCC)C(=O)C(Cc1ccc(OCCN(C(C)C)C(C)C)cc1)NC(=O)c1ccc(Cl)cc1.O=C(O)C(=O)O
42210,43.5,CCCN(CCC)C(=O)C(Cc1ccc(OCCN2CCN(C)CC2)cc1)NC(=O)c1ccc(Cl)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
42212,111.0,CCNC(=O)C(Cc1ccc(OCCCN2CCN(C)CC2)cc1)NC(=O)c1ccc(Cl)cc1
42213,80.0,CCCCNC(=O)C(Cc1ccc(OCCCN2CCN(C)CC2)cc1)NC(=O)c1ccc(Cl)cc1
42214,38.6,CCCCNC(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccc(Cl)cc1
42215,50.0,CCCCNC(=O)C(Cc1ccc(OCCN2CCN(C)CC2)cc1)NC(=O)c1ccc(Cl)cc1
42216,27.0,CCCCNC(=O)C(Cc1ccc(OCCN2CCCC2)cc1)NC(=O)c1ccc(Cl)cc1
42217,61.0,CCCCN(CCCC)C(=O)C(Cc1ccc(OCCCN2CCN(C)CC2)cc1)NC(=O)c1ccccc1Cl.O=C(O)CC(O)(CC(=O)O)C(=O)O
42219,60.2,CCCN(CCC)C(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccc(Br)cc1
42220,117.0,CCCN(CCC)C(=O)C(Cc1ccc(OCCN(C)C)cc1)NC(=O)c1ccc([N+](=O)[O-])cc1.O=C(O)C(=O)O
42222,38.7,CCCN(CCC)C(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccc(C(F)(F)F)cc1.O=C(O)C(=O)O
42224,38.1,CCCN(CCC)C(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccc(C)c(C)c1.O=C(O)C(=O)O
42226,63.0,CCCN(CCC)C(=O)C(Cc1ccc(OCC[NH+](C)C)cc1)NC(=O)OCc1ccccc1.O=C([O-])C(=O)O
42228,31.5,CCCN(CCC)C(=O)C(Cc1ccc(OCC[NH+](CC)CC)cc1)NC(=O)OCc1ccccc1.O=C([O-])C(=O)O
42230,139.0,CCNC(=O)C(Cc1ccc(OCC[NH+](C)C)cc1)NC(=O)OCc1ccccc1.O=C([O-])C(=O)O
42232,87.7,C[NH+](C)CCOc1ccc(CC(NC(=O)OCc2ccccc2)C(=O)NCc2ccccc2)cc1.[Cl-]
42234,100.0,CCCN(CCC)C(=O)C(Cc1ccc(OCCN(C)C)cc1)NC(=O)OCc1ccc([N+](=O)[O-])cc1
42235,34.0,CCCN(CCC)C(=O)C(Cc1ccc(OCC[NH+](CC)CC)cc1)NC(=O)OCc1ccccc1.O=C([O-])C(=O)O
42243,10.0,O=C(OC1CCCNC1)C(O)(c1ccccc1)c1ccccc1
42259,32.4,CCCN(CCC)C(=O)C(Cc1ccc(OCC[NH+](CC)CC)cc1)NC(=O)OCc1ccccc1.O=C([O-])C(=O)O
42261,33.5,CCCN(CCC)C(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccccc1.O=C(O)C(=O)O
42262,33.9,CCCN(CCC)C(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccccc1
42269,139.0,CCCN(CCC)C(=O)C(Cc1ccc(OCCCN2CCN(CCO)CC2)cc1)NC(=O)c1ccccc1.O=C(O)C(=O)O
42366,18500.0,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)NC(C)C(=O)O)c1I
42367,16000.0,COCC(=O)Nc1c(I)c(C(N)=O)c(I)c(C(=O)NCCC(=O)O)c1I
42373,68.3,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1.Cl
42377,99.0,CC(=O)NCCCc1ccc(OCC(O)CNC(C)C)cc1
42378,148.0,CC(=O)N(C)c1ccc(OCC(O)CNC(C)C)cc1
42379,45.0,CCCCCCNC(=O)c1ccc(OCC(O)CNC(C)C)cc1
42380,98.0,CC(C)NCC(O)COc1ccc(C(=O)NC2CCCCC2)cc1
42381,155.0,CCN(CC)C(=O)c1ccc(OCC(O)CNC(C)C)cc1
42471,17.1,CC[NH+](CCCC(=O)C1CCCCC1)C(C)Cc1ccc(OC)cc1.[Cl-]
42503,39.0,COc1cc(N)c(Cl)cc1C(=O)NC1CC[NH+](Cc2ccccc2)CC1.O=C(O)CC(O)C(=O)[O-]
42509,26.0,CN(CC[NH+](C)C)n1cc(-c2ccccc2)c2ccccc21.[Cl-]
42551,21.0,Cc1nnc(C(CCN2CC3CCC2CC3)(c2ccccc2)c2ccccc2)o1
42722,18.0,CC(=O)[O-].Cc1c2cc[n+](C)cc2c(C)c2c1[nH]c1ccc(O)cc12
42883,22.4,CC(C)[NH+]1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1.[Cl-]
42884,18.6,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1
42923,76.0,CC1=NN(CCOc2ccc3ccccc3c2)C(=O)C1
42963,88.0,Cc1cccc(C)c1NC(=O)CN(CC(=O)O)CC(=O)O
42981,8000.0,CCCCCCCCCCCCN1CCCCCC1=O
43071,152.0,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc([NH+]=C(N)N)cc2)cc1.CS(=O)(=O)[O-]
43148,551.0,CN1CCN(C2=NS(=O)(=O)c3cc(Cl)ccc3N2)CC1
43257,1.22,CC[N+](C)(CC)c1cccc(OC(=O)NC)c1.[I-]
43381,1.38,CC(=O)C1(N(C(=O)C2CC2)c2ccccc2)CCN(CCc2ccccc2)CC1
43403,30.0,CN1CCCCC1Cn1c2ccccc2c2ccccc21
43468,29.0,C[NH2+]CCCC1(C#N)c2ccccc2CCc2ccccc21.[Cl-]
43480,3.3000000000000003,CCOC(=O)C1(c2ccccc2)CC[NH+](CCC(=O)c2ccccc2)CC1.[Cl-]
43962,40.4,C[NH2+]CCCCOc1ccccc1Cc1ccccc1.[Cl-]
44093,554.0,CC(CS)C(=O)N1CCCC1C(=O)O
44155,38.0,Cn1cc(OCC(O)C[NH2+]C(C)(C)C)c2ccccc2c1=O.[Cl-]
44189,45.0,CCN(CC)CCNC(=O)C(C)C1(C)Oc2ccccc2O1.O=C(O)CC(O)(CC(=O)O)C(=O)O
44219,1525.0,CC(=O)Oc1ccccc1C(=O)[O-].NC(CCCC[NH3+])C(=O)O
44383,277.0,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl
44626,4.5,C=CC1C[N+]2(CCCCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12.[Cl-]
44628,7.2,C=CC1C[N+]2(CCCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12.[Cl-]
44630,5.2,C=CC1C[N+]2(CC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12.[Cl-]
44632,9.3,C=CC1C[N+]2(CCCCCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12.[Br-]
44634,5.3,C=CC1C[N+]2(CCC(C)C)CCC1CC2C(O)c1ccnc2ccc(OC)cc12.[Br-]
44636,20.8,C=CC1C[N+]2(C(C)C)CCC1CC2C(O)c1ccnc2ccc(OC)cc12.[Cl-]
44638,5.0,C=CC1C[N+]2(C)CCC1CC2C(O)c1ccnc2ccc(OC)cc12.[Cl-]
44640,4.2,C=CC1C[N+]2(CCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12.[Br-]
44642,6.9,C=CC1C[N+]2(CCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12.[Cl-]
44660,25.0,O=[N+]([O-])C(Br)(CC(O)C(O)c1ccccc1)[N+](=O)[O-]
45047,165.0,CC[NH+](CC)CCNC(=O)c1ccc(N)cc1.O=S(=O)([O-])O
45084,20.0,CC[N+](C)(CC)CCCC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1.[I-].[I-]
45086,2.5,CC[N+](C)(CC)CCCCC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1.[I-].[I-]
45264,20.0,CCN1CCCC(OC(=O)C(O)(c2ccccc2)C2CCCCC2)C1
45427,3.8,ClCC[NH+](CCCl)CC[NH+](CCCl)CCCl.[Cl-].[Cl-]
45432,0.5,CCC1C[NH+]1CCCl.O=[N+]([O-])c1cc([N+](=O)[O-])c(S(=O)(=O)[O-])c([N+](=O)[O-])c1
45748,300.0,Cc1cc2ccccc2n1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
46277,14.0,CN1C(C)(C)CCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1(C)C
47026,25.0,CCOC(C)C[N+](C)(C)C.[Cl-]
47197,73.0,Cc1cccc(OCC(N)=[NH2+])c1.[Cl-]
47294,1400.0,CC(C)(N1CC1C#N)N1CC1C(N)=O
47326,2.586,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
47345,5.25,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
47457,125.0,O=C1CC2(CCCCC2)CN1
47463,90.0,C=CCC1(C2C=CCC2)C(=O)NC(=O)N(C)C1=O
47517,77.3,C1=Cc2cccc(OCC3CNCCO3)c2C1.Cl
47528,502.0,O=C(NCCO[N+](=O)[O-])c1cccnc1
47533,20.0,CC1(CC[NH2+]C2CCCCC2)Oc2ccccc2O1.[Cl-]
47535,20.0,CC1(CC[NH2+]CCc2ccccc2)Oc2ccccc2O1.[Cl-]
47537,60.0,C[NH+](C)CCC1(C)Oc2ccccc2O1.[Cl-]
47539,45.0,CC[NH+](CC)CCC1(C)Oc2ccccc2O1.[Cl-]
47541,15.0,C[NH+](CCc1ccccc1)CCC1(C)Oc2ccccc2O1.[Cl-]
47543,40.0,CC1(CC[NH+]2CCCCC2)Oc2ccccc2O1.[Cl-]
47576,86.0,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
47673,24.76,Cc1cc2ccccn2c1CCCN
47675,24.76,Cc1cc2ccccn2c1CCCN(C)C
47896,3680.0,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3csc(N)n3)C2SC1.Cl.Cl
47909,85.0,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl
47965,1000.0,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1
48077,53.5,O=C(OCC[NH+]1CCOCC1)C(Cl)(c1ccccc1)c1ccccc1.[Cl-]
48081,63.0,CC(C)(COC(=O)C(c1ccccc1)C1CCCCC1)C[NH+]1CCOCC1.[Cl-]
48083,48.0,O=C(OCC[NH+]1CCOCC1)C(c1ccccc1)C1CCCCC1.[Cl-]
48085,62.8,CC(C)(COC(=O)C(c1ccccc1)c1ccccc1)C[NH+]1CCOCC1.[Cl-]
48256,21.0,O=C(OCCCCCC[NH+]1CCOCC1)C(c1ccccc1)c1ccccc1.[Cl-]
48260,19.8,O=C(OCCC[NH+]1CCOCC1)C(c1ccccc1)c1ccccc1.[Cl-]
48542,175.0,C=CCC1(CC)C(=O)NC(=O)NC1=O
48844,6.0,CCN(CC)CCNC(=O)CC1(c2ccccc2)Oc2ccccc2O1.Cl
49649,17500.0,CC(=O)Nc1c(I)c(C(N)=O)c(I)c(C(=O)NCC(=O)O)c1I
49650,17500.0,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)NCC(=O)O)c1I
49651,15000.0,CNC(=O)c1c(I)c(NC(=O)CO)c(I)c(C(=O)NCC(=O)O)c1I
49652,20000.0,CNC(=O)c1c(I)c(NC(=O)COC)c(I)c(C(=O)NCC(=O)O)c1I
49653,15000.0,CCC(=O)Nc1c(I)c(C(=O)NC)c(I)c(C(=O)NCC(=O)O)c1I
49961,0.613,CC1(C)C(C=C(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
50224,36.0,CC(=O)O.CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(COC(C)(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1
50354,277.0,O=[N+]([O-])c1cc2c(ccc3ccccc32)o1
50942,315.0,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O
51045,20.2,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N
51082,4.8,Cl.Cl.O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
51763,9.0,Cl.Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1
51855,41.0,CC(=O)SCc1c[nH+]c(C)c(O)c1CSC(C)=O.[Br-]
52194,10.0,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21.Cl
52268,120.0,CC[NH+](CC)CCOC(=O)c1ccc(NCc2c(CO)c[nH+]c(C)c2O)cc1.[Cl-].[Cl-]
52349,3.0,CC([NH3+])C(OCC[NH+](C(C)C)C(C)C)C(=O)c1ccccc1.[Cl-].[Cl-]
52854,54.0,Cc1[nH+]cc2c(c1O)CSSC2.[Cl-]
53000,1735.0,Cl.O=C(O)c1ccc(OCCn2ccnc2)cc1
53024,6790.0,COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)[O-])S2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CSC21.[Na+].[Na+]
53025,5000.0,COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21
53027,2704.0,CSC(C)(C)C(=O)NC(CS)C(=O)O
53554,12966.0,CCN(C(C)=O)c1c(I)c(NC(=O)CCS(=O)(=O)CCC(=O)Nc2c(I)c(C(=O)[O-])c(I)c(N(CC)C(C)=O)c2I)c(I)c(C(=O)[O-])c1I.[Na+].[Na+]
53568,420.0,CCCCCNCC(N)=O.Cl
53592,1.7,O=[N+]([O-])c1cccc2nc3ccccc3c([NH2+]CC[NH+](CCO)CCO)c12.[Cl-].[Cl-]
53625,22.0,Cl.OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1
53638,9.2,O=[N+]([O-])c1cccc2nc3ccccc3c([NH2+]CCO)c12.[Cl-]
54142,45.0,C[NH2+]C1(C)Oc2ccccc2O1.[Cl-]
54144,9.0,CC1(CCOCCC[NH+]2CCCCC2)Oc2ccccc2O1.[Br-]
54158,226.0,Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br
54360,24.6,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1.Cl
54889,461.0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O.Cl
54891,107.0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O.Cl
55324,3500.0,O=C([O-])C1=C(C[n+]2ccc(CCS(=O)(=O)[O-])cc2)CSC2C(NC(=O)C(NC(=O)c3nc[nH]c3C(=O)O)c3ccccc3)C(=O)N12.[Na+]
55689,130.0,COc1cc(S(C)=O)ccc1-c1nc2ccncc2[nH]1.Cl
55748,350.0,O=C(O)Cc1cccc2c(=O)cc(-c3ccccc3)oc12
55917,98.0,Cl.O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1
56016,22573.0,COCC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
56017,19.0,COc1ccc(CC[NH+](C)CCc2ccc(OC)c(OC)c2)cc1OC.[Cl-]
56329,30.0,CCOC(=O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O.O
56704,110.0,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1.Cl
57392,8.34,CC(C)n1nc(-c2cccc(Cl)c2Cl)c(N)nc1=N
57710,18.0,CC[NH+](CC)CCOCCC1(C)Oc2ccc(Cl)cc2O1.O=C([O-])CC(CO)(C(=O)O)C(=O)O
57711,12.0,CC[NH+](CC)CCOCCC1(C)Oc2ccc(C)cc2O1.O=C(O)CC(CO)(C(=O)[O-])C(=O)O
57713,9.0,CC[NH+](CC)CCOCCC1(C)Oc2cccc(OC)c2O1.O=C(O)CC(CO)(C(=O)[O-])C(=O)O
57715,14.0,CC[NH+](CC)CCOCCC1(C)Oc2ccccc2O1.O=C(O)CC(CO)(C(=O)[O-])C(=O)O
57717,11.0,CC[NH+](CC)CCOCCC1(c2ccccc2)Oc2ccccc2O1.O=C(O)CC(CO)(C(=O)[O-])C(=O)O
57719,7.5,CC[NH+](CC)CCSCCC1(C)Oc2ccccc2O1.O=C([O-])CC(CO)(C(=O)O)C(=O)O
57720,7.5,CCN(CC)CCSCCC1(C)Oc2ccccc2O1
57721,13.0,CC[NH+](CC)CCCOCCC1(C)Oc2ccccc2O1.O=C(O)CC(CO)(C(=O)[O-])C(=O)O
57723,9.0,CC1(CCOCC[NH+]2CCCCC2)Oc2ccccc2O1.O=C(O)CC(CO)(C(=O)[O-])C(=O)O
57943,5023.0,O=C(CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I)Nc1c(I)cc(I)c(C(=O)[O-])c1I.[Na+].[Na+]
57952,44.4,O=C(O)CCC(=O)O.c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1
58504,92.0,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1.Cl
59694,47.2,Cl.N#Cc1ccc(C2CCCc3cncn32)cc1
59708,1500.0,CCC(C(N)=O)N1CCCC1=O
59772,43.112,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1.O=C(O)CCC(=O)O
59834,400.0,CC(C)[NH2+]CC(O)C[NH+]1CCCCCC1.[Cl-].[Cl-]
60078,11.7,CC[NH+](CC)CCOc1cccc(OC(Cc2ccccc2)C(C)=O)c1.O=C(O)CC(O)(CC(=O)O)C(=O)[O-]
60315,290.0,COc1cc(N)c(S(=O)(=O)c2ccc(N)cc2)cc1OC
60435,160.0,CCOC(=O)CN1C(=O)N(CC(O)CN2CCN(Cc3ccccc3)CC2)C(c2ccccc2)(c2ccccc2)C1=O.Cl.Cl
60444,160.0,CCOC(=O)CN1C(=O)N(CC(O)CN2CCN(CCO)CC2)C(c2ccccc2)(c2ccccc2)C1=O.Cl.Cl
60447,28.0,CCN1C(=O)N(CC(O)CN2CCN(CCO)CC2)C(c2ccccc2)(c2ccccc2)C1=O.Cl.Cl
60558,100.0,O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C1C2C3CCC(C3)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1
60563,253.0,CCC(CO)[NH2+]Cc1ccccc1Cl.[Cl-]
60565,380.0,CCC(CO)[NH2+]Cc1ccccc1Cl.[Cl-]
60567,570.0,CCC(CO)[NH2+]Cc1ccc(OC)c(OC)c1.[Cl-]
60569,380.0,CCC(CO)[NH2+]Cc1ccc(OC)c(OC)c1.[Cl-]
60662,23.0,COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C.Cl.Cl
60697,18.0,Cl.O=C(c1ccco1)N(c1cnccn1)C1CCN(CCc2ccccc2)CC1
60727,112.0,CCC(=O)N(c1ccccc1F)C1(c2ccccc2)CCN(CCn2nnn(CC)c2=O)CC1.Cl
60749,236.0,Cl.Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1
60788,2500.0,COCCNC(=O)c1ccnc(C(=O)NCCOC)c1
60837,83.60000000000001,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC.Cl.O.O.O
61220,0.7000000000000001,Cl.ClCCN(CCCl)CCCl
61436,7.83,Cl[Sn]Cl.O.O
61438,6.4,Cl[Pd-2](Cl)(Cl)Cl.[K+].[K+]
61461,15.0,F[U](F)(F)F
61475,2500.0,O.O.O.O.O.O=S([O-])([O-])=S.[Na+].[Na+]
61520,222.0,[Cl-].[Cl-].[Sr+2]
61859,49.0,Cl[Pt-2](Cl)(Cl)(Cl)(Cl)Cl.[H+].[H+]
62115,40.7,CCNC1CC(N)C(OC2OC(CN)=CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O.CCNC1CC(N)C(OC2OC(CN)=CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O
62156,3.39,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1
62495,22.0,CN1CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
62504,25.0,CCN1CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
62672,3.85,O.O.O.O.O=S(=O)([O-])[O-].[Be+2]
62674,1210.0,O=[N+]([O-])[O-].[Cs+]
62770,14.3,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1.Cl
62878,30.0,Cl.Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1
62881,330.0,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O
62882,21.0,CC(C)NCC(O)COc1cccc2ccccc12.Cl
62920,38.0,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1.Cl
62935,91.0,Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
62969,16.0,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl
62989,500.0,O=[N+]([O-])OC1COC2C(O)COC12
62999,300.0,Cl.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
63014,57.6,COc1cccc(C2(O)CCCCC2CN(C)C)c1.Cl
63016,255.0,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl.O.O
63044,88.0,CCCCCCCCCCCCCCCC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
63196,120.0,Cc1ccccc1-n1c(C)nc2ccccc2c1=O.Cl
63216,146.0,O=C1c2ccccc2N(C(=O)CN2CCOCC2)CN1c1ccccc1
63345,58.0,OCCOCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
63401,146.0,Cl.O=C1c2ccccc2N(C(=O)CN2CCOCC2)CN1c1ccccc1
64150,90.0,Cl.NC12CC3CC(CC(C3)C1)C2
64155,2.0,OC1C2(c3ccccc3)CN3CN(C2)CC1(c1ccccc1)C3
64645,0.066,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3[NH+](C)CC2)CC[N+]1(C)C.[Cl-].[Cl-]
64648,72.0,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O.Cl.O
64710,342.0,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1.Cl
64722,24.0,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl
64737,6.0,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl
64747,526.0,CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.O.O.[Ca+2]
64761,47.5,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1.Cl
64893,58.1,CCCN(CCC)C(=O)C(Cc1ccc(OCCN(C)C)cc1)NC(=O)c1ccccc1.O=C(O)C(=O)O
64895,102.0,CCN(CC)CCOc1ccc(CC(NC(=O)c2ccccc2)C(N)=O)cc1
64928,190.0,CC(Oc1ccc(Oc2ccc(Cl)cc2)cc1)C(=O)O
64929,313.0,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O
64963,388.0,C1CNCCNCCNCCN1
65043,7.4,Nc1ccc2nc3ccc(=[NH2+])cc-3sc2c1.[Cl-]
65054,122.0,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O.c1ccc(CCNCc2ccccc2)cc1
65324,59.6,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.Cl
65326,69.0,CNC(C)C(O)c1ccccc1.Cl
65327,19.0,CNCCCN1c2ccccc2CCc2ccccc21.Cl
65328,23.0,NC(N)=NCCN1CCCCCCC1.NC(N)=NCCN1CCCCCCC1.O=S(=O)(O)O
65332,0.173,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(N3CC[N+](C)(C)CC3)C4OC(C)=O)C2(C)CC1N1CC[N+](C)(C)CC1.[Br-].[Br-]
65335,70.0,Cl.Clc1ccccc1CN1CCc2sccc2C1
65340,4.8,Cl.NCCc1ccc(O)c(O)c1
65348,17.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1.Cl
65359,2000.0,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
65450,300.0,COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC
65452,1.96,CCC(C(=O)O)C1OC(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)C(C)CC1C
65464,43.5,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12.Cl
65472,62.0,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC.Cl
65478,1276.0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]
65492,22044.0,CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I
65494,17.900000000000002,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O
65535,28.5,CCN(CC)CCN1c2ccccc2Sc2ccccc21
65552,0.3,O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1
65632,3500.0,O=C(O)CSCC(=O)NC1CCSC1=O
65687,18.0,COc1ccc2c(=O)c3ccccc3oc2c1CN1CCCCC1
65702,90.0,O=P1(N(CCCl)CCCl)OCCCN1CCCl
