cid,rat_vo,smiles
16582,5930.0,CC(C)COc1ccc2ccccc2c1
16584,435.0,Clc1nc(Cl)c(Cl)c(Cl)c1Cl
16586,570.0,CCC1(CCl)COC1
16589,1000.0,CNC(=O)Oc1cc(C)c(S(C)(=O)=O)c(C)c1
16590,260.0,C=CCSSCC=C
16599,960.0,CC[NH+]=C1C=CC(=C(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)c2ccccc21.[Cl-]
16610,950.0,CCCCCCCC(=O)[O-].CCCCCCCC(=O)[O-].[Ca+2]
16617,5000.0,CCCCCC(=O)OCCC(C)C
16626,10000.0,CC(=O)SC1CC2=CC(=O)CC(SC(C)=O)C2(C)C2CCC3(C)C(CCC3(C)O)C12
16627,180.0,C=CC(=O)OCCCl
16637,375.0,C=CC(=O)NC(C)C
16639,1750.0,CCCCC1C(=O)NN(c2ccccc2)C1=O
16640,4000.0,Cc1ccccc1OCC1CO1
16650,1300.0,CCO[Si](C)(CCl)OCC
16653,369.0,CCSC(=O)N1CCCCCC1
16659,195.0,Clc1nc2ccccc2nc1Cl
16666,2900.0,CC1CCC(C(C)C)C(O)C1
16667,1410.0,CNc1cccc2ccccc12
16680,5190.0,C=CC(=O)OCC(C)(C)COC(=O)C=C
16681,1125.0,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Cd+2]
16683,2500.0,C(COCC1CO1)OCC1CO1
16685,3960.0,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1
16686,1200.0,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl
16697,17800.0,O=P([O-])([O-])CN(CP(=O)([O-])[O-])CP(=O)([O-])O.[Na+].[Na+].[Na+].[Na+].[Na+]
16698,2100.0,O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O
16699,4760.0,CCN(CC)C(=O)CC(C)=O
16704,450.0,C(OCC1CO1)C1CO1
16724,3710.0,C=C(C)C1CC=C(C)C(=O)C1
16726,1173.0,O=c1[nH]c(=O)n(Cl)c(=O)n1Cl
16733,620.0,Cc1ccc2ccccc2c1N
16736,90.0,Nc1n[nH]c2ccc(C(F)(F)F)cc12
16738,24.0,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1
16748,4600.0,CC(=O)Oc1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I
16752,3562.0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)c1ccncc1
16753,545.0,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)[NH+](C)CC3.[Cl-]
16754,545.0,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3
16770,4000.0,Clc1ccc(SN=Nc2cc(Cl)c(Cl)cc2Cl)cc1
16772,2800.0,O=c1oc2cc(Cl)ccc2n1CO
16773,44.0,CCOP(=S)(OCC)SCSc1cc(Cl)ccc1Cl
16774,8.0,CCOP(=S)(OCC)SCC(=O)NC(C)C
16779,1000.0,O=C(Nc1cc(Cl)cc(Cl)c1O)c1c(O)c(Cl)cc(Cl)c1Cl
16787,50.0,CCCC(C)c1cccc(OC(=O)NC)c1
16794,7000.0,O=C=Nc1ccccc1C(F)(F)F
16811,2629.0,CNC.COc1c(Cl)ccc(Cl)c1C(=O)O
16824,300.0,COc1c(Cl)cc(Cl)c(Cl)c1C(=O)O
16826,5100.0,CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1
16834,1640.0,c1ccc(CNc2ncnc3c2ncn3C2CCCCO2)cc1
16838,1270.0,CCCCSc1nc2ccccc2s1
16844,500.0,CCN(CC)C(=O)CCl
16851,750.0,C[As](=O)([O-])O.[NH4+]
16853,231.0,CCCC1(c2cccc(O)c2)CCN(C)C1.Cl
16854,500.0,NC(=O)Nc1ccc(Cl)c(Cl)c1
16858,15.174,O=[N+]([O-])c1cc2nc(C(F)(F)F)[nH]c2cc1[N+](=O)[O-]
16859,7.881,FC(F)(F)c1nc2cc(Cl)c(Cl)cc2[nH]1
16860,19.21,FC(F)(F)c1nc2c(Cl)cccc2[nH]1
16862,9.1,O=C(CF)NNc1ccccc1
16872,5000.0,CCCCCCOC(=O)C(C)C
16887,2000.0,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(O)cc2S(=O)(=O)[O-])cc1.[Na+].[Na+]
16889,550.0,O=C(CCCN1CCN(c2ccccc2)CC1)c1ccc(F)cc1
16907,84.0,COC(=O)CS
16912,2200.0,CCCCC(C)(C)CO
16945,235.0,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl
16949,4490.0,O=C(OCC1CCC2OC2C1)C1CCC2OC2C1
16977,1220.0,O=C([O-])CN(CC(=O)[O-])CC(=O)[O-].[K+].[K+].[K+]
16984,400.0,CNc1snc2ccccc12
16991,47.1,CCOP(=O)(OCC)SC
17001,620.0,NCCCC1(CCCN)c2ccccc2-c2ccccc21
17004,2500.0,Cc1ccc(O)c(C(C)(C)C)c1
17025,890.0,C=CC1OCC(C)O1
17040,290.0,CNC(=O)Oc1ccc(C)c(C)c1
17041,45.0,CCOC(=O)CSP(=O)(OCC)OCC
17044,197.0,CC(CCl)[N+](=O)[O-]
17046,1134.0,C(CCOCC1CO1)COCC1CO1
17048,1070.0,C(CCC1CO1)CC1CO1
17049,1660.0,CCCCOCC1CO1
17050,770.0,C=CC(=O)OCCN(CC)CC
17054,5000.0,ClN(Cl)c1nc(N(Cl)Cl)nc(N(Cl)Cl)n1
17057,6450.0,Nc1ccc2cc(S(=O)(=O)[O-])c(N=Nc3ccc(-c4ccc(N=Nc5c(S(=O)(=O)[O-])cc6cc(S(=O)(=O)[O-])cc(N)c6c5O)cc4)cc3)c(O)c2c1.[Na+].[Na+].[Na+]
17067,10000.0,Nc1ccc2cc(S(=O)(=O)[O-])c(N=Nc3ccc(-c4ccc(N=Nc5ccc(O)c(C(=O)[O-])c5)cc4)cc3)c(O)c2c1.[Na+].[Na+]
17072,2980.0,CC(C)CCCCCCO
17073,341.0,C=C(Cl)C(Cl)CCl
17076,825.0,CCN(CC)C(=O)Cc1ccccc1
17079,820.0,N#CCCCCCN
17090,5000.0,C=CC(C)CCC=C(C)C
17100,4300.0,CC1=CCC(C(C)(C)O)CC1
17107,260.0,COc1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl
17109,1100.0,Cc1ccc2nc3sc(=O)sc3nc2c1
17110,660.0,CC(=O)O.CCCCCCCCCCCCN=C(N)N
17111,455.0,C=CC(=O)OCCN(C)C
17112,3925.0,O=C(O)CN(CP(=O)(O)O)CP(=O)(O)O
17121,850.0,C=CC(CCCCC)OC(C)=O
17127,1000.0,CC(C)(c1ccc([O-])cc1)c1ccc([O-])cc1.[Na+].[Na+]
17128,100.0,CN(C)C(=S)S[As](C)SC(=S)N(C)C
17131,3800.0,Cc1ccc2ccc(=O)oc2c1
17139,1120.0,NC(=O)C1([NH+]2CCCCC2)CC[NH+](CCCC(=O)c2ccc(F)cc2)CC1.[Cl-].[Cl-]
17140,780.0,CC#CN
17142,188.0,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1
17143,24000.0,O=C(OCCCOC(=O)c1ccccc1)c1ccccc1
17162,7800.0,CCCCC(CC)COCC1CO1
17165,80.0,O=C1OCCC(Cl)O1
17168,284.0,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl
17169,12800.0,O=C(O)C1(O)c2ccccc2-c2ccc(Cl)cc21
17182,400.0,CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21
17191,1345.0,CNc1ccc(NCCO)c2c1C(=O)c1ccccc1C2=O
17206,3770.0,COC(=O)C[N+](=O)[O-]
17239,1.9,CCOP(=O)(OCC)SCCS(=O)(=O)CC
17240,2.0,CCOP(=O)(OCC)SCCS(=O)CC
17241,7.5,CCOP(=S)(OCC)SCCS(=O)(=O)CC
17242,3.5,CCOP(=S)(OCC)SCCS(=O)CC
17257,4500.0,C=CC(=O)OCCCCCCC
17259,26.0,C=CC(=O)OCCCCCC
17282,4.6000000000000005,CCOP(=O)(CC)SC
17284,7000.0,O=C(OCCOC(=O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
17293,5000.0,CC(=O)Nc1ccc(S(=O)(=O)[O-])c2cc(S(=O)(=O)[O-])c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)[O-])cc4)c4ccc(S(=O)(=O)[O-])cc34)c(O)c12.[Na+].[Na+].[Na+].[Na+]
17298,1380.0,CCOC(=O)N(Cc1ccccc1)C1CC1
17303,215.0,COP(=S)(Cl)Cl
17304,540.0,COP(=S)(Cl)OC
17305,1340.0,CCOP(=S)(Cl)OCC
17306,80.0,CCOP(=S)(OCC)SCC
17312,2140.0,CCCCOP(=O)(OCCCC)Oc1ccccc1
17317,22600.0,CO[Si](CCCOCC1CO1)(OC)OC
17318,22600.0,C=C(C)C(=O)OCCC[Si](OC)(OC)OC
17325,200.0,CCCc1nc(C)cc(OC(=O)N(C)C)n1
17330,100.0,C[As]=S
17334,3100.0,COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc21
17343,1690.0,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl
17345,250.0,COP(=S)(OC)SCC(=O)N(C)C=O
17349,500.0,CCCCOCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl
17354,530.0,NCC1CCC(CN)CC1
17355,3200.0,CC(=O)CCc1ccccc1
17369,1620.0,CN1CCCCCC1=O
17386,660.0,CCCCCCCCCCCCCCCN
17406,880.0,NCC1CCCC(CN)C1
17412,1200.0,Cc1cc(O)ccc1[N+](=O)[O-]
17423,20.0,COP(=O)(OC)SCCSC
17424,2.0,CCOP(=S)(OCC)SCS(=O)CC
17425,1.2,CCOP(=S)(OCC)SCS(=O)(=O)CC
17426,1.0,CCOP(=O)(OCC)SCS(=O)CC
17427,0.5,CCOP(=O)(OCC)SCS(=O)(=O)CC
17429,870.0,O=CN1CCCCC1
17432,1077.0,CCOc1nc(C(Cl)(Cl)Cl)ns1
17434,31.0,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
17435,71.0,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1
17449,8760.0,Nc1cc(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])c(N=Nc3ccc(-c4ccc(N=Nc5c(S(=O)(=O)[O-])cc6cc(S(=O)(=O)[O-])cc(N)c6c5O)cc4)cc3)c(O)c12.[Na+].[Na+].[Na+].[Na+]
17466,8000.0,O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(N=Nc3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)ccc2c1.[Na+].[Na+].[Na+]
17472,32000.0,OCCOCCOCCOCCOCCOCCO
17474,1120.0,O=CNc1ccc(Br)cc1
17475,750.0,O=CNc1ccc(Cl)cc1
17482,810.0,CC[NH+](CC)CCOC(=O)c1ccccc1-n1c(C)nc2ccccc2c1=O.[Cl-]
17484,350.0,CC[NH+](CC)CCOC(=O)c1cccc(C)c1-n1c(C)nc2ccccc2c1=O.[Cl-]
17486,2800.0,CC[NH+](CC)CCOC(=O)c1ccc(C)cc1-n1c(C)nc2ccccc2c1=O.[Cl-]
17494,4100.0,CC(=O)Nc1cc(Cl)ccc1Cl
17506,7500.0,CCNCC.O=S(=O)(O)c1cc(O)ccc1O
17515,91.0,CCN(CC)c1cccc(OC(=O)NC)c1
17516,35.0,CNC(=O)Oc1cc(C)cc(C(C)C)c1
17517,450.0,CNC(=O)Oc1ccccc1C(C)C
17519,314.0,CCOP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl
17520,1020.0,O=c1[nH]sc2ccccc12
17521,42.0,CNC(=O)Oc1cc(C)c(S(C)=O)c(C)c1
17522,215.0,COP(=S)(OC)Oc1ccc(C#N)cc1
17525,5000.0,CCCCCCOC(=O)CCC
17531,7.0,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O
17561,1000.0,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1
17563,245.0,CNC(=O)Oc1cc(C)cc(C)c1
17564,1800.0,CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1
17570,3362.0,Oc1ccc(Sc2ccc(O)cc2)cc1
17571,8.0,CP(=S)(Oc1ccccc1)Oc1ccc([N+](=O)[O-])cc1
17572,1280.0,CC(O)(P(=O)([O-])[O-])P(=O)([O-])O.[Na+].[Na+].[Na+]
17579,500.0,CCOP(=S)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O
17580,268.0,CCOc1nn(CSP(=S)(OC)OC)c(=O)s1
17581,11000.0,COc1cc(Cl)c(OC)cc1Cl
17583,1415.0,C=CC(=O)N(CC)CC
17585,504.0,CC(=O)SCCCCCCSC(C)=O
17587,316.0,C=CC(=O)N(C)C
17589,140.0,CC(=O)C=[N+]=[N-]
17592,178.0,CNC(=O)Oc1cc(C)c(C)c(C)c1
17595,1350.0,CCN1CCCC1=O
17596,6490.0,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1
17604,178.0,N#CC(C#N)=Cc1ccccc1Cl
17607,100.0,O=S(=O)(F)F
17617,585.0,C=CCOC(=O)CCC1CCCCC1
17646,242.0,C[NH+](C)CCN1C(=O)c2ccccc2Nc2cc(Cl)ccc21.[Cl-]
17652,464.0,COc1ccc(N)c(OC)c1
17657,14.0,COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1C[NH+](C)C.[Cl-]
17667,2200.0,C[N+](C)([O-])c1ccc(N=Nc2ccccc2)cc1
17671,250.0,CCCCCCCCCCCCCC[n+]1ccc(C)cc1.[Cl-]
17680,250.0,CNC(=O)Oc1cc(C(C)C)ccc1C
17681,21.0,CNC(=O)Oc1cc(C(C)C)ccc1Cl
17683,1540.0,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1.Cl
17687,18.8,O=C([O-])CC(=O)[O-].[Tl+].[Tl+]
17689,190.0,C[N+](C)(C)CCBr.[Br-]
17693,215.0,O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1
17695,20000.0,CCCCC[Si](OCC)(OCC)OCC
17717,23.0,COc1coc(CSP(=O)(OC)OC)cc1=O
17718,10000.0,CC(C)(N=C=O)c1ccc(C(C)(C)N=C=O)cc1
17719,4600.0,CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1
17725,920.0,CN(C)C(=S)N(C)C
17730,10000.0,O=S(=O)([O-])c1ccc(N=Nc2c(O)ccc3cc(S(=O)(=O)[O-])ccc23)cc1.[Na+].[Na+]
17732,5000.0,O=C1NC(=O)C(c2ccccc2)(c2ccc(O)cc2)N1
17739,2600.0,CCCc1ccc(O)c(OC)c1
17748,1360.0,NC1=C(Cl)C(=O)c2ccccc2C1=O
17755,900.0,CCOCCC=O
17756,3089.0,CCCOCCO
17776,60.0,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(C)=O
17782,471.0,Cc1nc2ccccc2[se]1
17799,385.0,Cc1cccc(C)c1C(OCCOCC[NH+](C)C)c1c(C)cccc1C.[Cl-]
17808,1540.0,CC(C)=NOC(=O)Nc1ccccc1
17816,230.0,C=CCOC(=O)CC(C)C
17818,3600.0,Cc1ccc(N)cc1O
17826,1870.0,OCCNCCc1ccccc1
17827,38300.0,OCCNC1CCCCC1
17847,680.0,C=CC(Cl)=C(Cl)Cl
17859,730.0,Cc1nccnc1N1CCCCC1.O=S(=O)(O)O
17867,30000.0,c1ccc2oc(-c3ccc(-c4nc5ccccc5o4)s3)nc2c1
17869,1751.0,C=C(C)C(=O)OCCN(C)C
17885,891.0,COc1cc(N)c2c(c1N)C(=O)c1ccccc1C2=O
17887,190.0,O=C(Cl)CCCC(=O)Cl
17888,1770.0,C=CC(=O)NC(C)(C)CC(C)=O
17891,1900.0,COC(=O)Cc1cccc2ccccc12
17911,4400.0,C=C(C)c1ccc(C(C)(C)N=C=O)cc1
17925,2000.0,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1
17944,1580.0,O=C(Cl)c1cccc(Cl)c1Cl
17968,4200.0,O=C=Nc1cccc(Cl)c1
18014,50.0,CCC(C)c1ccc(Cl)c(OC(=O)NC)c1
18023,120.0,CC1OP(=S)(Cl)OC2CCCCC12
18033,5200.0,Cc1cc(C(C)(C)C)c(OB(OC(C)C)OC(C)C)c(C(C)(C)C)c1
18049,2000.0,CC(O)CCC(C)O
18052,244.0,C=CCOC(=O)Cl
18053,5460.0,CC(CO)CCO
18055,400.0,CCSC(=O)N(CC)CC
18065,15.0,COP(=S)(OC)SC
18079,75.0,CCC1(C(C)CC(C)C)C(=O)NC(=O)NC1=O
18084,6200.0,C=COC(=O)CCCCC(=O)OC
18087,18000.0,Cc1[nH]c(C)c(Cl)c(=O)c1Cl
18096,1090.0,CC(C)OS(=O)(=O)OC(C)C
18127,3.23,CCOP(=S)(CC)Sc1ccc(Cl)cc1
18143,482.0,O=S1(=O)CC(Cl)C(Cl)C1
18152,885.0,CCN(CC)c1nc(NC(C)C)nc(OC)n1
18153,750.0,CNc1nc(Cl)nc(NC(C)C)n1
18156,1370.0,O=C1C=CC(=O)N1c1cccc(N2C(=O)C=CC2=O)c1
18177,330.0,N#CC(Cl)Cl
18193,892.0,CO[Si](C)(OC)c1ccccc1
18196,1630.0,CN(C)CCN(C)CCN(C)C
18204,571.0,CN(C)CCOCCN(C)C
18205,2300.0,C[N+](C)(C)CC1CO1.[Cl-]
18208,600.0,O=[N+]([O-])c1cnc[nH]1
18212,2400.0,CNc1nc(NC(C)C)nc(OC)n1
18214,6500.0,CCO[Si](C)(CCCCN)OCC
18232,1498.0,OCCN1CCCCC1
18273,5190.0,C=CC1CC2C=CC1C2
18274,4000.0,CC1CC2(CC(C)OC2=O)C(=O)O1
18283,4000.0,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O
18290,2000.0,CON(C)C(=O)Nc1ccc(Br)cc1
18291,100.0,C=C(C#N)OC(C)=O
18294,2830.0,CN(C)CCOCCOCCN(C)C
18298,8980.0,C=CC(=O)OC1CCCCC1
18303,17200.0,CC1CC(=O)O1
18307,15000.0,O=S(=O)([O-])c1cccc2c(N=Nc3ccc(N=Nc4ccc(Nc5ccccc5)c5c(S(=O)(=O)[O-])cccc45)c4ccccc34)cccc12.[Na+].[Na+]
18316,44700.0,C=CC(=O)OCCCCCCCCCCCCC
18320,750.0,CC(C)CCC(C)Nc1ccc(NC(C)CCC(C)C)cc1
18322,1500.0,ClC(Cl)(Cl)CC1CO1
18325,500.0,CCCCOC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl
18340,68.8,COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl
18343,3390.0,CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O
18369,1470.0,CS(=O)(=O)c1ccccc1
18377,2800.0,Nc1c(I)cc(I)c(C(=O)N(CCC(=O)O)c2ccccc2)c1I
18391,3400.0,CSc1ccc(O)cc1C
18392,400.0,C=CC(=O)OCCOC
18409,330.0,C1CCC([NH2+]C2CCCCC2)CC1.O=N[O-]
18410,4390.0,O=C(CCCCC(=O)OCC1CCC2OC2C1)OCC1CCC2OC2C1
18432,5000.0,CN(C)C(=O)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1
18465,3200.0,O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O
18470,175.0,Cl[Sn](Cc1ccccc1)(Cc1ccccc1)Cc1ccccc1
18505,1140.0,CC(Cl)(Cl)CCl
18511,4760.0,CCO[Si](C)(CCCN)OCC
18515,634.0,CCCCc1ccccc1O
18530,2830.0,C=CN(C)C(C)=O
18531,2460.0,C=CN(CC)C(C)=O
18532,707.0,CC1=[N+](C)C2CCC1(c1ccccc1)c1ccccc12.[Cl-]
18542,711.0,CC[NH+](CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1.O=C([O-])C(=O)O
18588,40.0,ClCC1CS1
18594,1300.0,CCCCCCc1ccccc1O
18595,1458.0,CN(C)C(=S)[S-].[NH4+]
18605,14400.0,CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC
18609,450.0,CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC
18616,794.0,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cu+2]
18617,245.0,N#CC(Br)Br
18621,7.0,COP(=O)(OC)Oc1ccc(SC)cc1
18635,700.0,CSCCC=O
18636,1.0,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
18660,2460.0,O=C(O)C(Cl)(Cl)CCl
18662,60.0,C#CCOc1ccccc1OC(=O)NC
18664,2800.0,CC[NH+](CC)CCOC(=O)c1ccc(-n2c(C)nc3ccccc3c2=O)c(C)c1.[Cl-]
18666,187.0,CNC(=O)Oc1ccccc1C1CCCC1
18686,3962.0,CCOC(=O)C1CCCCC1
18689,5660.0,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C
18692,1880.0,OCC(CO)(CBr)CBr
18728,3220.0,BrCC(Br)C1CCC(Br)C(Br)C1
18745,27.0,CC(C)(C#N)C(C)(C)C#N
18752,2000.0,COC(=O)NS(=O)(=O)c1ccc(N)cc1
18753,670.0,CN(C)CCNc1ncnc2ccccc12
18763,315.0,COP(=O)(Oc1ccc([N+](=O)[O-])c(C)c1)SC
18771,638.0,N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N
18774,1800.0,Cc1cc(-c2ccccc2)n[nH]1
18783,3200.0,CCCCCCCCCCCC(=O)N(CC)CC
18787,1630.0,CC(=O)Nc1ccc(-c2ccc(N)cc2)cc1
18814,390.0,NC1CCCC(N)C1
18819,8.0,CO[Si](CCC1CCC2OC2C1)(OC)OC
18826,5000.0,O=C1CCCCCCCCCOCCCCCO1
18827,340.0,C=CC(O)CCCCC
18835,1600.0,CCN(N=O)C(C)(C)C
18844,1560.0,O=C(O)c1c(Cl)ccc(Cl)c1O
18847,730.0,COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
18854,225.0,ClCC(Cl)C(Cl)CCl
18855,540.0,CCCCN(C)CCCC
18905,1644.0,C[NH2+]C.O=C([O-])c1c(Cl)ccc(Cl)c1Cl
18908,681.0,ClP(Cl)Oc1ccccc1
18924,573.0,COc1cc(C(C)=O)ccc1OCCCCN1CCN(c2ccccc2)CC1.Cl
18933,1958.0,[Cl-].[NH3+]c1ccc2c(c1)C(=O)NC(CCCl)O2
18934,1958.0,Nc1ccc2c(c1)C(=O)NC(CCCl)O2
18935,11300.0,CC(C)c1ccc(C(C)(C)O)cc1
18982,2884.0,[O-][n+]1onc2c1c1no[n+]([O-])c1c1no[n+]([O-])c21
18988,240.0,CN(C)C(=O)N(C)N=O
18996,2500.0,CC1CCCCN1CCCOC(=O)c1ccc(Cl)c(Cl)c1
19003,5010.0,CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O
19014,6400.0,Clc1c(Cl)c(Cl)c2nccnc2c1Cl
19042,1830.0,C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C
19063,550.0,CC(C)NNC(=O)COc1ccc(Cl)cc1
19076,1000.0,CC(c1ccc(Cl)cc1)c1ccc(Cl)cc1
19079,8530.0,CCCCCCCCSCCO
19089,4100.0,COCCc1ccccc1
19106,50.0,CNC(=O)Oc1ccc(SC)c(C)c1
19107,35.0,CNC(=O)Oc1cccc(C(C)C)c1Cl
19113,500.0,CNC(=O)Nc1ccc(Cl)c(Cl)c1
19118,10000.0,O=S(=O)([O-])c1ccc(N=Nc2cc(S(=O)(=O)[O-])c3ccccc3c2O)c2ccccc12.[Na+].[Na+]
19124,5660.0,CCCCCCCCS(=O)CCCCl
19127,348.0,CCCCNCC1COc2cccc(OCC)c2O1
19137,3038.0,CC(=O)CCc1ccc(OC(C)=O)cc1
19150,10000.0,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1
19160,710.0,ClCC1OC1CCl
19188,1500.0,O=C(O)COc1ccccc1
19213,3490.0,Nc1cccc2c(Cl)ccc(Cl)c12
19218,11000.0,COCCOCCOCCOC(C)=O
19232,13.08,FC(F)(F)c1nc2c(Cl)c(Cl)ccc2[nH]1
19240,180.0,C=COCCN(C)C
19241,2050.0,CCCCNS(=O)(=O)c1ccccc1
19250,1649.0,C=CCc1cc(-c2cc(CC=C)c(O)c(C[NH+](CC)CC)c2)cc(C[NH+](CC)CC)c1O.[Cl-].[Cl-]
19262,5350.0,O=C=NCc1cccc(CN=C=O)c1
19272,5000.0,COc1ccc(CC(N)C(=O)O)cc1C(=O)O
19296,1000.0,CN1CN(CC(=O)O)CSC1=S
19337,413.0,CN1CCC(c2c[nH]c3ccccc23)C1
19339,1577.0,[Cl-].[Cl-].c1ccc2c(C3CC[NH+](CC[NH+]4CCOCC4)C3)c[nH]c2c1
19341,2.78,O=[N+]([O-])c1cc(Cl)cc2[nH]c(C(F)(F)F)nc12
19342,16.591,Fc1ccc2nc(C(F)(F)F)[nH]c2c1
19343,49.0,FC(F)(F)c1nc2ccc(Br)cc2[nH]1
19344,4.4110000000000005,N#Cc1ccc2nc(C(F)(F)F)[nH]c2c1
19345,67.0,Nc1ccc2nc(C(F)(F)F)[nH]c2c1
19346,35.0,CC(C)(C)c1ccc2nc(C(F)(F)F)[nH]c2c1
19354,570.0,C=CS(C)(=O)=O
19376,45.0,CN(CC#N)N=O
19379,865.0,CN(C)CCOC(=O)COc1ccc(Cl)cc1.Cl
19388,112.0,S=C=NCCN=C=S
19394,1400.0,CNC(=O)c1ccc(Cl)c(S(=O)(=O)NC)c1
19395,5.0,CCOP(=S)(OCC)OP(=S)(OCC)OCC
19398,63.0,CCOC(=O)C(SP(=O)(OC)OC)c1ccccc1
19402,2.1,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccc(Cl)cc1
19403,150.0,C#CCOc1cccc(OC(=O)NC)c1
19460,19700.0,C=CCCCCC=C
19514,253.0,CCC(=O)OC1(c2ccccc2)CCN(C)C1C
19518,584.0,CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1.O=C([O-])c1ccccc1
19525,3.0,CCOP(=O)(OCC)SCCN(CC)CC.O=C(O)C(=O)O
19526,62.0,CSC(=S)N(C)C
19527,100.0,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C
19573,8100.0,CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCO.O=P([O-])(O)O
19575,2550.0,O=C(Cl)Oc1cccc2ccccc12
19577,125.0,COP(=S)(OC)Oc1ccc(S(C)=O)c(C)c1
19578,125.0,COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1
19583,3300.0,COC(=O)c1c(Cl)c(Cl)c(C(=O)SC)c(Cl)c1Cl
19584,96.0,FC(F)(F)c1nc2ccc(I)cc2[nH]1
19587,1791.0,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1
19588,350.0,CCC(C)c1ccccc1OC(=O)NC
19592,900.0,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O
19604,598.0,CCOC(=O)NNc1nncc2ccccc12.Cl
