cid,rat_vo,smiles
178553,2000.0,COc1c(OCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)cc(C)nc1C
179436,2000.0,CNC(=O)Nc1nnc(C(C)(C)C)s1
180255,1150.0,c1ccc(-c2ccc(CCOc3ncnc4ccccc34)cc2)cc1
181352,14665.0,NC(=O)OCC(O)C(O)C(N)C(=O)NC(C(=O)O)C1OC(n2cc(CO)c(=O)[nH]c2=O)C(O)C1O
181526,34800.0,O=CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
182012,2000.0,C=C(C)C(=O)OCCOC(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)OCCOC(=O)C(=C)C)cc2)cc1
183033,2500.0,O=NNC1=NCCN1Cc1ccc(Cl)nc1
184006,8.3,CCP(=O)(OC)SC
184479,3394.0,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1.O=C(O)CC(O)(CC(=O)O)C(=O)O
185588,1050.0,Cc1cc(Cl)ccc1OC(C)C(=O)O
186342,10800.0,CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1
186907,4.8,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2
188723,2263.0,CCc1c(Cl)ccc(O)c1Cl
188740,1063.0,CS(=O)(=O)N(Cc1cccnc1)c1ccc(F)cc1F
189729,5000.0,NCCCCC(OP(=O)(O)CCCCc1ccccc1)C(=O)N1CCCC1C(=O)O
192197,2000.0,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1
193111,8000.0,CC(=O)C1(O)CCC(c2ccccc2)CC1
193653,15000.0,NC(CSCC(=O)O)C(=O)O
196122,20000.0,CCOC1OC(C(COCc2ccccc2)OCc2ccccc2)C(OCc2ccccc2)C1O
196996,300.0,CP(=O)(O)F
197002,1500.0,C=CCC(CC=C)(C(=O)OCCN(CC)CC)c1ccccc1
197005,2370.0,CCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCC(=O)[O-].[Cd+2]
197016,925.0,NC1CCCCC1.O=C(O)c1ccccc1
197024,5900.0,NCCCCCCN.O=C(O)CCCCC(=O)O
197059,482.0,CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13.Cl
197060,327.0,CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13
197069,10000.0,Nc1cc(NCCO)ccc1N=Nc1ccc2cc(S(=O)(=O)[O-])c(N=Nc3ccc(Nc4ccc(N=Nc5c(S(=O)(=O)[O-])cc6ccc(N=Nc7ccc(NCCO)cc7N)cc6c5O)cc4S(=O)(=O)[O-])cc3)c(O)c2c1.[Na+].[Na+].[Na+]
197072,910.0,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O
197077,2506.0,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Ba+2]
197084,640.0,Cl.OC1CCN2Cc3ccccc3N=C12
197088,4594.0,O=S(=O)([O-])[O-].[Rb+].[Rb+]
197101,1625.0,CCC1(CC)C(=O)NC(=O)NC1=O.Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
197103,4700.0,CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12.Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.[Br-].[Na+]
197108,1375.0,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O.Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
197109,96.0,OC(CF)CCl.OC(CF)CF
197132,1980.0,[Ba+2].[O-2].[O-2].[O-2].[Zr+4]
197150,44.0,CCCCOC(=O)n1c(Br)nc(Br)c1Br
197161,3300.0,O=S(=O)([O-])NS(=O)(=O)[O-].[NH4+]
197180,2500.0,CC(C)Oc1ccccc1[N+](=O)[O-]
197343,363.0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCCCC2)C1c1cccc([N+](=O)[O-])c1.Cl
197344,1030.0,C=CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N.Cl
197364,2150.0,CC1Cc2cc(C(=O)CCc3ccccc3)ccc2O1
197760,225.0,CC(C)CCN(C)C
197761,3.334,Fc1c(F)c(F)c2[nH]c(C(F)(F)F)nc2c1F
197764,6.1000000000000005,CCCCOP(=O)(CC)SCCCC
197786,1122.0,Clc1ccc(N=Nc2ccc(NCCCN3CCCCC3)c3c2CCCC3)cc1
197787,12.769,FC(F)(F)c1nc2c(Br)cc(Br)c(Br)c2[nH]1
197804,18.286,Cc1c(Cl)c(Cl)c2nc(C(F)(F)F)[nH]c2c1Cl
197815,162.0,O=C[O-].O=C[O-].[Cd+2]
197834,1000.0,COc1ccc2c(c1OC)C(=O)OC2C1c2cc3c(cc2CCN1C)OCO3.Cl
197854,10000.0,COC1CC(OC2C(C)C(=O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O.Cl
197859,5000.0,COC(=O)c1ccc(N2CCC(c3ccc(Cl)cc3)=N2)cc1
197862,110.0,CNC(=O)Oc1ccccc1C1OCC(C)O1
197864,1130.0,Cc1ccc(B2OCC3(CO2)COB(c2ccc(C)cc2)OC3)cc1
197876,140.0,CCOP(=S)(OCC)Oc1cc(Cl)c(I)cc1Cl
197878,600.0,CCOP(O)(=S)CC
197879,5000.0,O=C([O-])c1cc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N=Nc5ccc(O)cc5)c5cc(S(=O)(=O)[O-])ccc45)cc3)cc2)ccc1O.[Na+].[Na+]
197884,4580.0,C1COCCN1.Cl
197888,4500.0,O.O.[Ca+2].[O-][Cl+2]([O-])[O-].[O-][Cl+2]([O-])[O-]
197889,3700.0,Cn1c(=O)c2c(ncn2CCNCc2cccnc2)n(C)c1=O.O=C(O)c1cccnc1
197893,8000.0,O=C1CC(N2C(=O)c3ccccc3C2=O)CC(=O)N1CN1CCOCC1
197906,600.0,O=[As]([O-])([O-])[O-].[Ba+2].[Ba+2].[F-]
197924,44.0,CC(C)[Sn](Cl)(C(C)C)C(C)C
197926,623.0,CC(C)NC1CCC(c2ccccc2)(c2ccccc2)CC1.Cl
197930,10.565,O=[N+]([O-])c1cccc2[nH]c(C(F)(F)F)nc12
197931,3.434,FC(F)(F)c1nc2c(Cl)c(Br)c(Cl)c(Br)c2[nH]1
197933,55.0,Cc1cc2[nH]c(C(F)(F)F)nc2cc1Cl
197934,1000.0,CCOP(=O)(OCC)Oc1ccc(N)cc1
197953,300.0,CCC(=O)[O-].CCC(=O)[O-].[Cd+2]
197956,35.12,CCOP(=O)(OCC)SCSP(=S)(OCC)OCC
197965,5590.0,COS(=O)(=O)[O-].C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
197967,2.386,Fc1c(Cl)c(Cl)c2nc(C(F)(F)F)[nH]c2c1Cl
197969,417.0,CCCCCCCCc1ccc(C(=O)CCN2CCCCC2)cc1.Cl
197975,69.0,CS(=O)(=O)c1ccc2nc(C(F)(F)F)[nH]c2c1
197994,600.0,CC(=O)OCCCC(=O)CBr
198008,4500.0,O.O.O=C([O-])C(O)C(O)C(O)C(O)CO.O=C([O-])C(O)C(O)C(O)C(O)CO.[Fe+2]
198014,900.0,O=NN(c1cccc(C(F)(F)F)c1)c1ccccc1C(=O)O
198020,410.0,O=C(CF)NCc1ccc(Br)cc1
198032,55.456,Oc1cc2nc(C(F)(F)F)[nH]c2cc1Cl
198033,58.0,Oc1c(Cl)cc2[nH]c(C(F)(F)F)nc2c1Cl
198041,3270.0,Cc1c(-c2c(C)c(N)c3c(C(C)C)c(O)c(O)c(C=O)c3c2O)c(O)c2c(C=O)c(O)c(O)c(C(C)C)c2c1N
198054,63.0,CC(C)CCCCCCCOC(=O)C1CC2OC2CC1C(=O)OCCCCCCCC(C)C
198060,1080.0,Cl.O=C(CCCN1CCN(C(=O)OC2CCCCC2)CC1)c1ccc(F)cc1
198063,660.0,FC(F)(F)c1nnc2c3ccccc3ccn12
198078,1445.0,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O.O=C(O)CCC(=O)O
198079,1200.0,O=[N+]([O-])c1ccccc1Sc1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-]
198081,760.0,C=CCOc1ccccc1OCC(O)CNC(C)C.Cl
198088,1800.0,COc1ccc(-c2cc(C)[nH]c2-c2ccc(OC)cc2)cc1
198092,2000.0,Nc1ccc(C(=O)NCCN2CCN(c3ccccn3)CC2)cc1
198097,280.0,CCCCCCCCCCCCNCC(C)N
198105,230.0,O=C(O)C1CCc2cc(C3CCCCC3)ccc21
198123,175.0,O=C([O-])CCC(=O)c1ccc(C2CCCCC2)c(Cl)c1.O=C([O-])CCC(=O)c1ccc(C2CCCCC2)c(Cl)c1.[Ca+2]
198124,925.0,C1CCC(NC2CCCCC2)CC1.O=C(O)c1cccc([N+](=O)[O-])c1
198128,163.0,CCOC(=O)Nc1ccc(NC(Cc2ccccc2)c2ccccc2)nc1N.Cl
198135,925.0,NC1CCCCC1.O=C(O)c1ccccc1[N+](=O)[O-]
198136,925.0,C1CCC(NC2CCCCC2)CC1.O=C(O)c1ccccc1[N+](=O)[O-]
198137,925.0,NC1CCCCC1.O=C(O)c1cccc([N+](=O)[O-])c1
198139,1360.0,Cc1nn(C)c2c1NCc1ccccc1O2.Cl
198144,2500.0,O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Bi+3].[Bi+3]
198148,15000.0,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1N
198152,2920.0,Cl.Cl.OC(CNCCNCC(O)COc1ccccc1)COc1ccccc1
198156,11.169,CCN(CC)S(=O)(=O)c1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12
198157,4.768,CN(C)S(=O)(=O)c1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12
198158,218.0,O=S(=O)(O)c1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12
198159,360.0,Oc1c(O)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl
198165,690.0,Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3.O=P(O)(O)O
198170,15127.0,CCC(O)OC(N)=O
198192,2880.0,CC(C)N=C(N)NC(C)C
198193,2880.0,CC(C)N=C(N)NC(C)C.Cl
198208,500.0,CN(C)c1ccc(C=Nc2ccccc2C(=O)O)cc1
198212,1700.0,CC(=O)c1ccc(O)c(C(N)=O)c1
198219,7.0,CCC(C)OP(=S)(CC)OC
198238,640.0,Cc1ccccc1OC(CC[N+]1(C)CCCCC1C)c1ccccc1.[Br-]
198240,1400.0,CC1CCCC[N+]1(C)CCC(Oc1ccccc1Cl)c1ccccc1.[I-]
198243,2140.0,CC12CC=CCC1C(=O)OC2=O
198245,800.0,CC(O)C1Sc2ccccc2N(CCCN(C)C)C1c1ccccc1.Cl
198274,20.8,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Tl+]
198285,2330.0,O=B[O-].[Na+].[Na+].[O-][Cl+2]([O-])[O-]
198292,5000.0,O=C(O)CCn1nc2ccccn2c1=O
198324,1679.0,CC(=O)c1ccc2oc3ncccc3c(=O)c2c1
198325,5000.0,CCOC(=O)C(=O)Nc1cccc(OC)c1C(N)=O
198334,3030.0,CNCCc1ccccn1.CS(=O)(=O)O.CS(=O)(=O)O
198335,1000.0,CC(=O)OC1C(O)CC(OC2C(C)OC(OC3CCC4(C)C(CCC5C4CC(O)C4(C)C(C6=CC(=O)OC6)CCC54O)C3)CC2OC2CC(O)C(O)C(C)O2)OC1C.COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC.Cl.Cl
198340,3000.0,O=C1c2ccc(Br)cc2C(=O)C1(Br)c1ccc2ccccc2c1
198346,6000.0,NC(N)=NCCCC(N)C(=O)O.O=C1CCC(C(=O)O)N1
198360,420.0,Cc1ccc(NC2=NCCN2)c(Cl)c1.O=[N+]([O-])O
198370,3.3000000000000003,COP(C)(=O)SC
198404,1320.0,CNCCCC12CC(c3ccccc31)c1ccccc12.Cl
198421,79.60000000000001,Cl.Clc1cncc(N2CCNCC2)n1
198426,390.0,CC1=CC(=C2C(=O)c3ccccc3C2=O)C=CN1CCN1CCCCC1
198430,8700.0,C[N+](C)(C)[O-].O.O
198456,350.0,Cl.NNc1nnc(NN)c2ccccc12
198460,1300.0,CC(C)NCCCN(C)C
198499,538.0,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1.CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1.O=C([O-])C(O)C(O)C(=O)[O-]
198510,5000.0,CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)OCC1(C)O.O=S(=O)(O)O.O=S(=O)(O)O
198556,800.0,NC(=O)c1cc(C(=O)CBr)ccc1O
198577,4180.0,CC1(C)CC(NCCC(=O)NC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1
198588,108.0,COP(=O)(OC)SC(C)C
198596,152.0,O=C(Nc1cc(F)ccc1F)NC1CC1
198614,295.0,C1COC(NC(C2CC2)C2CC2)=N1.O=P(O)(O)O
198620,860.0,O=C([O-])Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1.O=C([O-])Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1.[Ca+2]
198621,5.4,CC(C)c1cc(Oc2c(I)cc(CC(=O)O)cc2I)ccc1O
198629,3525.0,CCCCOP(=O)(O)OCCCC.CCN(CC)CC
198630,41.0,Oc1ccc2nc(C(F)(F)F)[nH]c2c1
198631,21.0,NS(=O)(=O)c1ccc2nc(C(F)(F)F)[nH]c2c1
198632,69.0,FC(F)(F)c1nc2ccc(-c3ccccc3)cc2[nH]1
198633,8.661,Fc1cc2[nH]c(C(F)(F)F)nc2cc1Cl
198634,24.0,FC(F)(F)c1nc2c(I)cc(Cl)cc2[nH]1
198635,77.0,Cc1cc2[nH]c(C(F)(F)F)nc2cc1Br
198636,2.4,N#Cc1cc(Cl)c2nc(C(F)(F)F)[nH]c2c1
198637,7.752,Cc1ccc2[nH]c(C(F)(F)F)nc2c1[N+](=O)[O-]
198638,2.293,Fc1cc(F)c2nc(C(F)(F)F)[nH]c2c1F
198639,3955.0,N#Cc1cc2[nH]c(C(F)(F)F)nc2c(Cl)c1Cl
198640,0.847,Fc1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12
198641,1.674,Fc1c(Cl)c(F)c2nc(C(F)(F)F)[nH]c2c1Cl
198642,7.234,Fc1c(Br)c(F)c2nc(C(F)(F)F)[nH]c2c1Br
198643,2.894,COc1c(F)c(F)c2[nH]c(C(F)(F)F)nc2c1F
198644,3.936,Cc1c(F)c(F)c2nc(C(F)(F)F)[nH]c2c1F
198645,6.282,Fc1c(Br)c(Cl)c2nc(C(F)(F)F)[nH]c2c1Br
198646,3.434,FC(F)(F)c1nc2c(Cl)c(Cl)c(Br)c(Br)c2[nH]1
198647,5.25,FC(F)(F)c1nc2c(Cl)c(Br)c(Br)c(Br)c2[nH]1
198648,6.488,Cc1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12
198649,18.26,Cc1c(Cl)c(Br)c(Cl)c2[nH]c(C(F)(F)F)nc12
198650,23.0,Cc1c(Cl)c(Br)c(Br)c2[nH]c(C(F)(F)F)nc12
198651,33.0,COc1c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc2c1Cl
198652,105.0,Cc1c(Cl)c([N+](=O)[O-])c2nc(C(F)(F)F)[nH]c2c1[N+](=O)[O-]
198653,83.0,NS(=O)(=O)c1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12
198654,58.0,Cc1c(C)c(C)c2[nH]c(C(F)(F)F)nc2c1C
198655,8.919,CCC(=O)Nc1ccc2nc(C(F)(F)F)[nH]c2c1
198659,1.2,CCCOP(C)(=O)SCCC
198660,1.8,CCCOP(=O)(CC)SCCC
198661,2.5,CCCSP(=O)(CC)OC
198662,3.9,CCCOP(=O)(CC)SC
198663,3.4,CCCCOP(=O)(CC)SC
198664,25.0,CCCP(=O)(OC)SC
198665,52.0,CCCCP(=O)(OC)SC
198666,9.9,CCSP(=O)(CC)OC
198686,1900.0,Cc1cc(Cl)ccc1OC(C)C(=O)O.O=C(O)COc1ccc(Cl)cc1Cl.OCCNCCO.OCCNCCO
198688,5480.0,COCCCOCC(C)OCCCOC(=O)c1ccccc1
198692,894.0,Cl.O=C(O)C1=CCCN(CCOC(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)C1
198706,525.0,CC(CN1CCCC1)C(=O)c1ccc(C(F)(F)F)cc1.Cl
198713,2300.0,CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(OC)n1.CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
198717,25.1,CCCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C.O=C(O)C(O)C(O)C(=O)O
198741,5106.0,C1N2CN3CN1CN(C2)C3.O=P(O)(O)CCCl
198742,69.0,O=C(Nc1nc(C(F)(F)F)c(Cl)s1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
198743,501.0,CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1nc(C(F)(F)F)c(Cl)s1
198756,324.0,Cl.O=C1c2ccccc2S(=O)(=O)N1CCCCNCC1CCc2ccccc2O1
198778,100.0,CC1(C)C=C(n2ccccc2=O)c2cc(C#N)ccc2C1=O
198805,11300.0,O.O.O.O.O.O.O=[W](=O)([O-])[O-].O=[W](=O)([O-])[O-].O=[W](=O)([O-])[O-].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+]
198818,375.0,CCN(CCCOS(C)(=O)=O)CCCOS(C)(=O)=O.Cl
198820,38.0,CS(=O)(=O)OCCCN(CCCOS(C)(=O)=O)c1ccccc1.Cl
198956,1150.0,COc1ccc(S(=O)(=O)Nc2nnc(C(C)(C)C)s2)cc1
198958,5.0,CCOP(=O)(OC=C(Cl)Cl)OCCCl
198959,1200.0,CC1(NC(N)=O)CCCC1
198960,12500.0,CS(=O)(=O)c1ccc(CN(CCO)C(=O)C(Cl)Cl)cc1
198976,1000.0,ClC(=Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(Cl)(Cl)Cl
199013,1450.0,CCCCc1c(O)n(-c2ccc(O)cc2)n(-c2ccccc2)c1=O.OC(CNc1ccccn1)c1ccccc1
199028,5000.0,NC(Cc1ccc(O)c(C(=O)O)c1)C(=O)O
199084,7500.0,CS(=O)C(C)(C)C(=O)O
199098,1040.0,CC1(NC(N)=O)CCCCC1
199099,925.0,COP(=S)(OC)SCC(N)=O
199144,3580.0,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2.O=S(=O)(O)O
199194,1130.0,O=C(O)CCC(=O)OCCCCCc1ccc(Cl)cc1
199195,950.0,CCC1(NC(N)=O)CCCC1
199201,8000.0,O=S(=O)(Nc1ncc(OCCO)cn1)c1ccccc1
199344,6500.0,CCCCOC(=O)C1CCC(C(=O)OCCCC)C1
199391,330.0,Nc1ccc(N(c2ccccc2)c2ccc(N)cc2)cc1
199401,240.0,[N-]=[N+]=NP(=O)(c1ccccc1)c1ccccc1
199444,15.0,CCOP(=O)(OCC)SCC(C)(SCC)SCC
199470,138.0,Nc1ccc(OP(=O)(Oc2ccc(N)cc2)Oc2ccc(N)cc2)cc1
199496,650.0,C[N+]1(CCN(C2CCCCC2)C2CCCCC2)CCCCC1.[Br-]
199588,9200.0,O=C1CCCCCCCC(=O)OCCO1
199667,140.0,CC(=O)NC1(O)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C42Cl
199686,75.0,COP(=S)(OC)SCCSC
199895,5000.0,OC1CCC(N2CCCCC2)CC1
199926,1000.0,N#CCCCCC(=O)O
199956,500.0,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1.Cl.Cl
200025,9490.0,Cc1ccc2nc3c4cccc5cccc(c(=O)n3c2c1)c54
200085,180.0,CC(c1ccccc1)C(C)(C)N.Cl
200091,6310.0,O=C(Nc1cc(Cl)c(Cl)cc1Cl)c1cc(Cl)cc(-c2ccccc2)c1O
200184,3000.0,Cc1ncc(CS)c(CO)c1O.Cl
200221,2000.0,CC[N+](C)(CC)CCO.[I-]
200229,547.0,CCN(CC)CCOc1ccc(C2=C(c3ccccc3)CCc3cc(OC)ccc32)cc1.Cl
200238,11200.0,CC1CCCCOC1=O
200239,11300.0,CC1(C)CCCCOC1=O
200240,6400.0,CCC1(C#N)CCCCC1OC(C)=O
200241,2460.0,CCCCC(CC)Cc1ccccc1O
200325,350.0,CN(C)CCCN1c2ccccc2Sc2ccccc21.O=P(O)(O)O
200330,5.0,CCOP(=S)(N=[N+]=[N-])OCC
200338,1950.0,CC(=O)OC1CCC(N2CCCCC2)CC1
200339,1980.0,CCC(=O)OC1CCC(N2CCCCC2)CC1
200340,1510.0,CCCCC(=O)OC1CCC(N2CCCCC2)CC1
200342,2500.0,O=C(OC1CCC(N2CCCCC2)CC1)C1CCCCC1
200344,780.0,O=C(OC1CCC(N2CCCCC2)CC1)c1ccccc1
200345,3250.0,O=C(OC1CCC(N2CCCCC2)CC1)c1ccc([N+](=O)[O-])cc1
200418,10.0,CCOP(=S)(OCC)SCC(N)=O
200529,26000.0,CCC(COC(=O)c1ccccc1C(=O)OCC(CC)CC(C)C)CC(C)C
200605,500.0,Brc1nc[nH]c1Br
200696,5000.0,CCN(CC)CCOC(=O)c1ccc(-n2c(C)nc3ccccc3c2=O)cc1.Cl
200702,1.0,CCOP(=O)(OCC)SCn1nc(C)oc1=O
200713,125.0,CN(C)C(CSC#N)CSC#N.O=C(O)C(=O)O
200722,450.0,CCNP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl
200723,2060.0,CC(=O)O.CCC(C)N
200746,175.0,CSc1ccc(OP(C)(C)=S)cc1C
200765,15.0,CCOP(=O)(OC=C(SCC)SCC)OCC
200892,10000.0,Cl.c1cc2c(c(OCCN3CCCCC3)c1)OCCO2
200943,1000.0,CCn1nc2c3ccccc3c3ccccc3c2nc1=N.Cl
200965,375.0,CS(=O)(=O)OCCCN(CCCOS(C)(=O)=O)C1CCCCC1.Cl
200967,375.0,CS(=O)(=O)OCCCN(CCCOS(C)(=O)=O)Cc1ccccc1.Cl
200990,50.0,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])c(Cl)c1
201015,43.0,CCOP(=S)(CC)Sc1ccccc1C
201016,375.0,Nc1ccccc1.O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
201072,3130.0,OC1CC2CC1C1CC3OC3C21
201102,7.25,CCOP(=O)(OCC)C(SCC)(P(=O)(OCC)OCC)P(=O)(OCC)OCC
201114,100.0,CCOP(=O)(OCC)Oc1ccc(Cl)cc1Cl
201116,25.0,COP(=S)(Oc1ccc([N+](=O)[O-])c(C)c1)OC(C)C
201275,970.0,Cl.ClCCN1CCCC(C(c2ccccc2)c2ccccc2)C1
201302,230.0,CCOC(=O)C1(c2ccccc2)CCN(CCOCCO)CC1.Cl
201360,1000.0,CCOC(=O)COP(=S)(OCC)OCC
201362,500.0,COP(=S)(OC)Oc1ccc(Cl)c([N+](=O)[O-])c1
201363,68.0,ClC1=C(Cl)C2(Cl)C3C4C=CC(O4)C3C1(Cl)C2(Cl)Cl
201374,5000.0,O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O=C([O-])[O-].O=C([O-])[O-].O=C([O-])[O-].[Ce+3].[Ce+3]
201395,14000.0,C[As](=O)(O)O.OCCN(CCO)CCO
201412,10000.0,COc1c(O)cc2c(c1O)C1OC(CO)C(O)C(O)C1OC2=O.O
201434,4748.0,O=C([O-])C(O)C(O)C(=O)[O-]
201451,6100.0,CC(C)(C)c1cc(Cl)cc(Sc2cc(Cl)cc(C(C)(C)C)c2O)c1O
201452,10.0,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1Cl
201461,10000.0,CC(C)(C)c1cc(CN2CCN(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)CC2)cc(C(C)(C)C)c1O
201467,2500.0,COC(=O)c1ccccc1OC(N)=O
201483,20000.0,CCCCCCCC(O)CCO
201484,20000.0,CCCCCCCCC(O)CCO
201492,529.0,CCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
201767,340.0,Cc1ccccc1OCC(O)CN1CC=CCC1.Cl
201791,56.0,CNC(=O)Oc1ccccc1C1OCCS1
201814,160.0,CNC(=O)Oc1ccccc1C(OC)OC
201893,142.0,CNC(=O)Oc1ccccc1C1OCCCO1
201894,35.0,CNC(=O)Oc1ccccc1C1OCC=CCO1
201918,2400.0,CCCCCCCCc1ccc(-c2ccccc2)cc1
201990,616.0,CCCc1ccn[nH]1
202124,108.0,CC(C)CCCC(C)NN
202210,576.0,CNc1nsc2ccccc12.Cl
202214,5250.0,O.O.O.O.O.O.[Mg+2].[O-][Br+2]([O-])[O-].[O-][Br+2]([O-])[O-]
202217,127.0,CCOP(=O)(OCC)SC(C)(C)C
202219,660.0,ClC(Cl)(Cl)Cl.ClCCCl
202228,900.0,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O.CC(Oc1ccc(Cl)cc1Cl)C(=O)O.O=C(O)COc1cc(Cl)c(Cl)cc1Cl.O=C(O)COc1ccc(Cl)cc1Cl
202234,4523.0,Cc1ccc(C(C)OC(=O)c2cccnc2)cc1.O=C(O)Cc1cccc2ccccc12
202237,2980.0,CCNc1nc(Cl)nc(NC(C)C)n1.CCNc1nc(NC(C)(C)C)nc(SC)n1
202240,1250.0,CCCCC(CCC)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC.CCCCCC(CC)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC
202256,5000.0,O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Eu+3]
202332,64.0,CCCCC(CC)COC(=O)C1CC2OC2CC1C(=O)OCC(CC)CCCC
202333,7060.0,CCOCCOCCCO
202349,300.0,CCCC1OP(=S)(Cl)OCC1CC
202398,539.0,O.O.O.O.O.O.O.O.O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Co+2].[Co+2].[Co+2]
202403,188.0,COP(=S)(OC)SC(CBr)N1C(=O)c2ccccc2C1=O
202417,8000.0,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1CN1CCOCC1
202544,50.0,CC1(C(=O)[O-])C2CCC(O2)C1C(=O)[O-].[Na+].[Na+]
202547,100.0,C1CNCCN1.CC12C(=O)OC(=O)C1C1CCC2O1
202565,880.0,[As+5].[F-].[F-].[F-].[F-].[F-].[F-].[Na+]
202582,6900.0,O=C1CCCCC1Cc1ccc2c(c1)OCO2
